level,place,active_time,study_place_condition,movement_effect,light_air,phone_usage,phone_effect,biggest_distraction,stress_effect,sleep_effect,after_long_study,liked_subject_focus,not_understanding_action,goal_effect,satisfaction,comparison_classroom,productivity,main_problem,improvement,target
3,0,1,2,1,1,1,1,0,1,1,0,0,0,1,1,1,1,28,9,1
0,1,0,2,0,1,0,1,0,1,1,0,0,0,1,1,0,1,19,11,1
2,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,12,1
3,2,2,2,1,0,2,0,0,1,0,1,0,1,0,0,1,0,9,13,0
2,1,1,2,0,1,0,1,0,0,0,0,0,0,0,1,0,1,8,7,1
3,2,1,2,1,0,1,1,2,1,1,0,1,1,0,0,0,0,4,4,0
2,1,0,1,0,0,2,1,2,1,0,0,0,0,1,0,1,0,20,14,0
2,0,0,0,0,1,1,1,2,1,1,0,1,1,0,1,1,0,31,6,0
3,2,2,1,1,1,2,0,1,0,0,0,1,0,0,0,1,0,23,9,0
4,1,1,2,1,1,1,1,1,1,1,0,2,1,0,0,1,1,33,1,1
1,2,0,1,0,1,2,1,0,1,1,0,2,0,0,0,0,0,0,0,0
2,1,2,1,0,0,2,1,1,1,1,0,2,1,0,1,0,0,12,1,0
3,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0,0,33,2,0
0,1,2,1,0,0,1,1,0,1,1,0,2,1,0,1,1,1,20,2,1
0,0,2,0,1,1,2,0,1,1,0,0,2,1,1,0,1,0,31,2,0
2,1,0,2,1,1,1,0,1,1,0,0,2,0,0,1,0,0,7,6,0
2,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,14,0
4,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,26,12,1
4,2,0,2,0,1,0,1,0,0,1,1,1,0,1,0,1,0,7,12,0
3,2,1,0,0,1,1,0,0,0,0,0,2,1,1,0,1,0,25,9,0
4,0,1,1,0,0,1,1,2,1,1,1,2,0,1,1,0,1,22,6,1
4,1,2,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,15,2,0
3,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,36,8,1
2,1,2,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,18,1,0
1,0,0,1,0,1,0,0,0,0,1,1,2,1,0,0,1,1,12,11,1
2,0,0,2,1,1,2,1,2,0,0,1,2,1,0,1,1,1,17,0,1
2,2,0,0,1,1,2,0,1,0,0,1,1,1,1,0,1,1,25,14,1
2,1,0,2,0,1,2,0,2,1,0,1,1,0,1,1,1,0,27,7,0
2,0,1,1,1,0,0,1,1,0,1,0,2,1,0,1,1,0,19,14,0
2,0,1,2,0,0,2,0,0,0,1,0,0,0,0,1,0,1,6,14,1
0,0,1,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,37,12,0
2,0,1,0,0,1,2,1,2,0,1,1,0,1,1,0,1,1,5,12,1
3,2,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,13,8,0
3,0,2,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1,17,5,1
4,0,0,2,1,0,0,0,1,1,0,0,2,0,1,0,1,1,7,8,1
2,0,1,1,1,0,0,1,0,0,0,0,2,1,0,0,0,1,27,5,1
2,1,2,0,0,0,1,0,1,1,1,0,2,0,0,1,1,0,34,10,0
0,1,0,0,0,0,1,0,1,1,1,0,2,1,1,0,1,1,16,1,1
4,2,1,0,1,0,0,0,2,0,0,0,0,1,0,1,1,0,2,8,0
0,0,2,2,0,0,0,0,0,1,0,1,1,1,0,0,1,1,32,12,1
1,2,0,1,0,0,2,1,0,1,0,1,0,1,0,0,0,1,9,0,1
2,0,0,2,1,0,2,0,0,0,0,1,1,1,1,0,0,1,16,14,1
4,1,1,2,1,1,1,1,1,0,1,1,2,1,1,1,1,1,16,11,1
1,2,2,0,0,1,2,1,1,0,1,0,2,0,1,0,0,1,6,10,1
4,1,2,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,13,1,0
1,0,0,1,0,0,1,1,2,0,0,1,2,0,1,0,1,1,0,5,1
1,0,1,1,0,0,2,1,1,0,1,0,0,0,0,1,0,1,8,1,1
1,1,2,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,36,10,1
1,1,2,1,0,1,0,0,1,1,0,0,2,0,1,0,1,0,14,3,0
3,2,2,0,1,0,0,0,2,1,1,1,1,0,1,0,1,1,33,6,1
4,2,1,0,1,1,2,0,0,0,0,1,2,1,1,0,1,1,25,11,1
1,1,1,1,1,1,2,0,2,1,1,0,2,0,1,0,0,0,33,4,0
3,1,1,2,1,0,1,0,0,0,1,1,0,1,1,1,0,1,11,14,1
4,1,2,1,1,0,1,1,2,0,0,1,0,1,0,1,1,0,23,4,0
3,1,2,0,0,0,2,0,0,0,1,1,1,1,1,0,0,1,31,8,1
2,2,1,2,0,0,0,1,1,1,0,0,1,1,0,0,1,1,22,8,1
0,2,0,2,0,0,0,1,0,1,1,0,2,1,1,0,1,0,32,7,0
3,1,0,2,1,0,0,1,0,0,1,0,2,0,1,1,1,1,30,10,1
2,1,2,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,9,4,1
0,2,1,2,0,1,2,1,0,0,0,1,2,1,1,1,0,1,18,1,1
2,1,2,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0
3,2,2,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,11,14,0
0,2,2,2,0,0,2,0,1,0,0,0,2,1,0,1,0,1,20,10,1
2,1,2,0,1,0,2,0,1,1,1,0,0,1,0,1,1,1,8,6,1
2,0,2,2,0,1,1,1,2,0,1,1,1,0,0,1,0,0,13,4,0
0,2,2,1,1,1,2,1,1,1,1,0,1,1,0,0,1,0,26,13,0
4,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,6,0
3,1,2,0,1,0,1,0,2,1,1,1,0,1,0,1,1,1,8,4,1
1,2,1,2,1,0,1,0,0,0,1,0,1,0,1,0,1,1,32,12,1
1,1,0,2,1,0,2,0,2,1,1,0,2,1,1,1,0,1,26,14,1
2,2,2,2,0,0,1,0,0,0,0,1,2,0,1,1,1,0,6,4,0
4,1,2,0,1,1,2,1,0,1,1,1,2,1,1,0,1,1,35,5,1
0,2,1,0,1,0,1,0,0,0,1,1,1,0,0,1,1,1,24,2,1
1,0,1,2,1,1,1,0,0,0,1,1,0,1,0,0,0,0,37,0,0
1,0,0,2,0,1,2,0,1,1,1,1,1,1,0,0,1,0,4,9,0
3,2,1,1,0,1,0,0,1,1,0,1,2,1,1,0,1,0,37,8,0
1,1,2,0,1,0,1,1,1,0,0,1,0,1,0,1,1,1,37,4,1
2,2,2,1,1,0,0,0,0,1,0,0,2,0,1,1,0,1,2,3,1
0,2,2,2,1,1,1,1,1,0,0,1,1,0,1,0,0,0,25,4,0
0,2,1,0,0,0,0,1,2,1,1,1,0,0,0,1,1,1,38,13,1
1,1,0,2,1,0,1,1,0,0,1,0,1,1,1,0,0,1,8,13,1
2,2,2,0,0,0,2,0,1,0,1,0,0,0,1,1,0,0,29,12,0
4,0,0,1,1,1,0,0,2,0,1,0,1,0,1,1,1,1,11,0,1
1,2,2,0,0,0,2,1,0,0,1,0,1,1,0,0,1,0,10,0,0
2,0,0,2,0,1,1,0,0,0,0,0,0,1,0,0,0,1,36,6,1
2,1,0,2,0,0,0,1,2,0,0,1,2,1,0,1,1,0,33,2,0
1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,17,8,0
3,0,0,0,1,0,2,0,2,1,1,0,0,0,0,1,1,0,32,12,0
3,1,0,0,1,1,2,0,2,1,0,0,0,1,0,0,0,0,36,14,0
1,2,1,2,0,0,1,1,0,0,0,1,0,1,1,0,1,1,28,13,1
2,1,2,0,0,0,2,1,1,0,1,1,2,0,1,0,1,0,38,11,0
2,2,2,2,0,1,2,1,2,1,1,1,0,0,1,0,1,0,18,10,0
3,2,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,14,14,1
1,0,2,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,12,0
0,0,2,1,1,1,0,1,2,0,0,1,0,1,0,1,1,0,14,13,0
0,0,2,2,1,0,0,1,1,0,1,1,1,0,1,1,0,1,19,8,1
4,1,0,1,1,1,0,1,1,0,1,0,2,0,0,0,0,0,34,10,0
3,2,0,2,1,1,1,1,0,1,0,1,1,0,1,1,1,1,13,13,1
3,0,1,0,1,0,0,0,2,1,0,1,0,0,0,0,1,0,10,14,0
2,1,1,2,0,0,0,0,2,1,1,0,2,0,1,1,0,0,23,14,0
2,1,0,1,0,1,2,1,0,1,0,0,1,1,0,1,0,1,33,0,1
2,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,0,1,2,6,1
2,0,2,1,1,1,1,1,0,1,0,1,2,1,1,0,0,0,9,1,0
2,2,1,0,1,0,1,0,1,0,1,1,2,0,1,1,1,0,23,14,0
0,0,0,2,1,1,2,0,2,1,1,1,1,0,0,0,0,1,10,7,1
4,1,0,2,1,0,1,1,0,0,1,1,0,0,0,0,0,0,17,0,0
0,0,0,0,1,1,1,1,2,0,1,0,0,1,0,0,0,1,24,8,1
4,0,1,2,1,0,0,1,1,0,0,0,1,0,0,0,1,0,32,12,0
0,0,1,1,1,0,0,0,1,0,1,0,2,0,0,1,0,0,21,7,0
3,1,1,2,0,0,1,0,2,1,1,1,1,0,0,0,1,1,22,9,1
3,1,1,1,0,0,2,0,0,0,0,1,1,0,0,1,1,1,3,8,1
3,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,12,13,0
3,0,0,1,0,0,0,1,2,1,0,0,1,1,0,1,0,1,12,10,1
0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,6,14,1
4,0,2,1,1,1,1,1,2,1,1,1,0,1,1,1,0,1,20,10,1
2,0,2,0,0,1,2,1,2,0,0,0,0,0,1,0,0,1,23,14,1
3,0,0,2,0,0,2,0,0,1,1,0,0,0,1,0,1,1,22,11,1
0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,5,1,0
4,0,1,2,1,1,1,1,0,0,1,0,0,0,1,1,1,1,18,4,1
1,0,1,2,0,1,1,0,2,0,0,0,2,0,1,1,1,1,12,3,1
3,2,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,9,1
2,0,2,0,0,1,2,0,2,1,0,1,2,1,0,0,1,0,4,3,0
0,2,0,1,1,1,2,0,1,1,0,1,1,0,1,0,0,1,15,4,1
4,2,0,1,1,0,2,1,0,0,1,1,2,1,0,0,0,1,2,1,1
2,2,2,0,0,0,0,0,2,1,0,0,2,1,1,0,1,0,24,7,0
0,0,2,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,12,8,1
3,1,1,0,0,1,0,1,2,1,1,0,0,0,0,1,0,0,24,11,0
4,2,1,1,1,1,2,0,2,0,1,0,0,1,0,0,1,0,12,10,0
3,2,1,1,1,1,2,1,0,1,1,1,0,1,0,0,1,0,37,13,0
1,2,0,0,1,0,1,0,1,1,0,1,2,0,0,1,1,0,26,5,0
0,1,0,2,1,0,0,1,2,1,1,0,0,0,0,1,0,1,9,10,1
1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,1,1,31,10,1
4,0,1,1,0,0,2,1,0,0,1,0,2,1,1,0,0,0,0,4,0
3,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,36,14,0
4,2,0,0,1,0,2,0,0,1,0,0,1,1,0,1,0,1,26,1,1
3,1,0,2,1,1,2,1,1,0,1,0,2,0,0,0,0,0,10,5,0
4,1,2,0,0,1,0,1,2,1,0,0,2,0,0,1,0,0,22,12,0
4,1,1,0,1,0,2,0,0,0,1,1,2,0,1,1,0,0,5,12,0
4,2,0,0,1,0,0,1,0,1,1,1,2,0,1,0,1,1,16,3,1
1,1,2,2,1,1,1,1,1,1,0,0,0,1,1,0,1,0,4,4,0
2,0,0,1,1,1,1,1,2,0,1,1,0,1,1,1,0,0,17,5,0
2,1,0,2,0,0,2,0,1,1,1,1,1,1,0,0,1,0,17,12,0
0,0,0,2,0,1,2,0,0,1,0,0,0,0,0,0,0,0,25,5,0
2,0,0,1,0,1,1,0,1,1,0,1,2,1,0,1,1,0,1,8,0
0,2,1,2,1,1,1,0,0,0,1,1,1,0,1,0,1,1,36,6,1
2,1,2,1,1,0,1,1,2,1,0,0,0,1,0,1,0,0,19,9,0
1,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,29,2,0
2,0,1,1,1,1,2,0,2,1,0,1,0,0,1,0,1,1,5,9,1
2,0,1,2,1,0,2,1,1,0,1,1,0,0,1,1,0,1,34,9,1
3,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,9,5,0
4,0,2,0,0,0,2,1,1,0,0,1,0,0,0,0,1,1,14,4,1
4,2,1,2,1,0,2,0,1,0,1,1,0,0,1,0,1,1,31,3,1
2,2,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,6,11,1
1,1,0,1,0,0,2,1,1,1,0,0,0,1,1,1,1,0,34,3,0
0,0,2,1,1,0,2,1,1,1,0,0,1,1,1,1,1,0,24,6,0
1,0,1,0,1,1,2,0,1,0,0,0,1,0,1,1,1,0,30,6,0
2,0,1,0,1,1,2,1,0,1,0,1,1,0,1,0,1,1,3,10,1
1,2,1,0,0,1,1,0,2,0,0,0,0,1,1,0,1,1,25,10,1
1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,13,4,0
1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,37,4,0
3,2,2,2,1,0,2,0,0,0,1,0,0,1,0,1,0,0,27,10,0
1,1,1,1,0,1,2,0,1,1,0,0,1,0,1,1,1,1,11,9,1
4,2,2,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,7,1,0
0,2,2,2,1,0,1,0,0,0,1,0,0,1,1,0,1,1,29,11,1
3,0,0,2,0,0,1,0,2,1,0,0,2,0,1,1,0,1,35,3,1
3,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,0,16,9,0
2,1,1,1,0,0,0,1,1,0,0,1,2,0,0,0,0,0,15,1,0
0,0,2,0,0,0,0,1,0,1,0,1,2,0,0,1,1,1,31,7,1
3,1,2,2,1,0,2,0,0,1,1,1,1,0,1,0,0,1,37,6,1
0,2,0,1,1,0,0,0,1,0,0,0,2,1,0,1,1,1,34,2,1
1,1,2,0,0,1,2,0,1,0,0,0,1,0,0,0,0,0,26,5,0
0,0,1,1,1,1,2,1,0,0,0,0,2,0,1,1,1,0,17,11,0
2,0,2,2,1,1,0,1,1,0,0,0,0,1,1,0,1,0,29,6,0
0,2,1,0,1,1,0,0,2,1,1,1,1,0,0,1,1,0,21,7,0
2,2,2,0,0,1,1,0,0,0,1,0,2,1,0,1,0,0,23,10,0
3,1,0,0,1,1,0,1,1,1,0,0,2,1,1,0,1,1,15,2,1
0,2,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,1,30,12,1
2,0,1,2,0,1,1,1,0,0,1,0,2,0,0,1,1,1,25,7,1
1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,7,3,1
0,0,2,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1,26,3,1
2,2,2,2,0,0,1,1,2,1,0,1,2,1,1,0,1,0,27,8,0
0,2,1,2,1,0,0,1,1,0,0,1,2,0,0,0,1,0,22,9,0
1,2,0,2,0,1,1,0,0,1,1,1,0,1,0,0,1,0,17,8,0
0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,36,5,1
3,1,0,0,1,1,0,1,2,0,1,0,1,1,0,0,0,0,23,11,0
4,1,1,0,1,1,2,0,1,1,1,1,1,1,0,0,0,0,36,10,0
3,0,2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,18,3,1
3,0,2,1,1,0,2,1,0,0,0,0,1,1,0,0,1,1,13,11,1
1,0,1,0,0,1,2,0,2,1,1,0,2,0,1,0,0,1,0,13,1
1,1,2,0,0,1,0,0,2,1,0,1,0,1,0,1,0,1,6,13,1
3,2,0,2,1,1,0,1,0,1,1,1,2,1,1,1,1,1,35,3,1
3,2,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,1,38,13,1
0,1,2,2,0,1,0,0,1,1,0,1,0,0,1,1,0,0,3,2,0
2,1,0,1,1,0,2,0,1,1,1,0,0,1,1,0,0,0,20,3,0
4,0,2,1,0,1,2,1,0,1,1,1,2,0,0,1,1,0,14,2,0
1,0,1,0,1,0,1,1,2,1,1,0,2,0,1,0,0,0,19,7,0
3,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,19,9,1
3,1,2,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,8,7,1
2,0,1,1,1,1,1,1,2,1,0,0,1,1,0,0,0,0,37,6,0
3,1,0,1,1,0,2,1,0,1,0,0,0,1,0,0,1,1,27,9,1
1,0,0,0,0,1,2,1,1,0,1,0,1,0,0,1,1,1,19,0,1
3,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,15,14,0
3,0,1,0,0,0,1,0,2,1,1,0,2,1,0,1,1,0,22,4,0
3,2,1,2,1,1,0,0,1,0,0,0,0,1,1,0,0,1,27,0,1
0,2,1,1,1,0,2,1,0,0,1,0,0,1,0,0,0,0,18,8,0
0,0,2,1,0,1,2,0,2,1,1,0,1,0,0,1,0,0,36,2,0
4,2,2,2,0,1,1,1,1,0,1,1,2,0,1,1,1,1,14,12,1
3,0,2,1,1,0,1,1,2,0,0,1,2,0,1,0,0,1,36,1,1
4,1,2,2,0,1,1,0,1,0,1,1,2,1,1,0,1,0,8,13,0
1,2,0,2,1,0,0,0,2,0,0,0,0,1,0,0,1,0,28,8,0
0,1,2,1,1,0,0,0,2,1,0,1,1,0,1,0,1,0,0,5,0
3,0,0,2,1,0,1,1,2,0,0,1,0,1,0,0,0,0,10,8,0
1,0,2,2,0,1,0,1,1,1,0,0,0,1,1,1,1,1,21,2,1
1,1,2,0,0,0,0,1,2,1,1,1,1,1,1,1,0,0,13,0,0
0,1,1,0,1,1,0,0,1,1,0,1,2,1,1,1,0,1,13,4,1
2,2,0,2,1,0,2,0,1,1,0,0,0,1,1,1,1,0,21,10,0
3,0,0,0,1,0,0,1,1,0,1,0,2,0,1,1,0,1,0,6,1
3,2,1,0,0,1,0,1,2,1,0,0,1,1,1,0,1,1,9,14,1
3,0,1,0,1,0,2,0,2,0,1,0,2,0,0,1,0,0,0,10,0
0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,1,1,25,14,1
1,1,2,0,0,1,1,0,2,1,0,1,2,0,0,1,1,0,4,7,0
4,0,1,0,0,1,2,1,1,1,0,1,0,1,0,1,1,0,9,5,0
1,1,1,2,1,1,0,0,0,1,1,1,1,1,1,1,1,0,34,11,0
3,1,0,0,0,1,0,1,2,0,1,1,1,0,1,0,1,1,32,14,1
4,0,0,2,0,0,0,0,2,1,0,1,1,1,0,0,1,1,28,9,1
2,2,0,2,0,1,1,0,1,0,1,1,0,1,1,1,1,1,37,12,1
4,1,0,2,1,1,1,0,1,1,1,1,0,1,1,0,0,0,5,3,0
4,1,2,0,1,1,2,0,1,1,1,1,0,0,0,0,1,0,36,7,0
0,0,2,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,30,11,1
1,0,1,0,0,1,0,0,2,1,0,1,2,1,0,1,0,0,29,9,0
0,2,0,1,1,0,0,0,2,1,0,1,0,1,1,1,1,0,16,11,0
0,0,1,0,1,1,0,1,2,0,0,0,1,0,0,0,0,1,2,4,1
2,1,0,2,0,0,1,1,0,1,1,0,2,1,0,1,1,0,32,3,0
1,0,1,1,0,1,2,1,2,0,0,0,0,0,0,0,1,1,25,7,1
2,1,2,2,0,1,1,0,2,1,1,1,1,1,0,0,1,1,8,12,1
4,2,2,0,1,0,0,1,2,1,0,1,1,0,0,0,0,1,31,11,1
2,2,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,28,6,0
4,2,0,1,1,0,2,1,1,1,1,1,1,1,0,0,0,0,28,13,0
0,0,0,0,1,1,0,1,2,0,0,0,1,1,0,0,0,1,12,13,1
0,1,2,0,1,1,2,1,2,0,1,0,1,1,1,1,1,0,20,8,0
4,1,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,1,34,11,1
4,0,0,0,0,0,0,0,2,0,0,0,2,1,1,1,1,1,36,2,1
3,2,1,1,1,0,0,1,1,0,0,1,0,0,1,1,0,1,9,13,1
4,2,0,1,1,1,1,1,2,0,0,0,2,0,1,1,1,0,4,6,0
3,1,1,2,0,0,2,0,1,0,1,0,1,0,1,0,0,0,6,11,0
0,2,1,0,1,0,1,1,0,1,0,0,2,1,0,1,1,0,25,3,0
3,0,0,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,4,9,1
3,2,2,1,0,1,0,0,0,0,1,0,2,0,0,0,0,1,27,3,1
4,2,2,0,0,0,2,1,1,1,1,1,2,1,0,0,1,0,11,2,0
1,2,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,17,2,0
4,1,2,0,0,0,0,1,2,0,1,1,0,1,0,1,1,0,21,9,0
3,2,1,2,0,0,1,1,1,1,0,0,1,0,0,1,0,1,20,7,1
2,1,0,2,0,0,1,0,2,0,1,0,1,1,0,1,0,0,27,13,0
4,0,2,2,1,0,1,1,1,1,1,0,2,1,1,1,1,1,2,0,1
4,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,3,0,1
2,0,0,2,1,1,2,0,0,0,1,0,1,1,1,0,0,0,28,2,0
2,2,0,1,0,1,2,1,2,1,0,1,1,0,0,1,0,0,37,9,0
4,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,34,8,0
1,2,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0,20,1,0
2,1,0,1,1,1,1,0,2,1,0,1,1,0,1,1,0,0,2,8,0
3,0,1,1,1,1,0,0,1,0,1,1,2,0,0,0,1,0,20,5,0
0,0,1,2,1,1,1,1,0,1,0,0,2,0,1,1,0,0,26,9,0
2,2,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,25,2,0
1,2,0,1,0,0,2,1,1,0,1,0,2,1,0,1,0,0,33,8,0
4,1,0,0,1,0,0,0,2,0,1,0,1,1,1,0,1,0,27,10,0
3,2,1,0,0,1,0,0,1,1,1,0,2,1,0,0,0,0,38,8,0
0,0,2,2,0,0,1,1,2,1,1,0,0,1,0,1,0,0,0,8,0
3,2,2,2,0,1,2,1,1,0,0,1,1,1,1,1,1,1,14,8,1
3,1,1,0,1,1,0,1,1,0,1,0,2,1,0,1,1,0,34,2,0
1,0,2,0,0,0,2,1,1,0,1,0,0,1,0,0,0,0,17,11,0
3,1,0,0,1,1,2,1,0,1,0,1,1,1,0,1,0,1,38,2,1
4,1,2,0,0,0,0,1,2,1,0,1,2,1,1,0,1,1,30,7,1
1,2,2,1,0,0,1,0,2,1,0,1,0,1,1,0,1,0,29,10,0
1,0,1,0,0,1,2,1,1,1,0,0,0,1,0,0,1,1,28,9,1
3,2,2,1,1,1,0,1,0,0,1,0,1,1,1,0,0,1,1,9,1
4,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,34,14,0
3,0,2,1,1,1,0,1,2,1,0,0,0,0,0,1,1,1,4,12,1
0,1,1,0,0,1,0,1,1,0,0,1,2,1,1,1,1,1,27,1,1
4,1,1,0,0,1,2,1,1,0,0,0,2,1,0,0,1,0,20,2,0
1,2,0,2,0,1,0,0,2,1,0,1,1,0,0,1,0,0,23,14,0
4,1,2,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0,3,10,0
1,2,2,1,1,0,2,0,0,0,1,1,0,1,0,1,0,0,10,7,0
1,0,0,1,1,1,2,1,2,1,0,1,1,0,0,0,1,1,11,14,1
3,1,1,2,1,0,0,0,1,0,0,0,1,0,1,1,0,0,23,14,0
4,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,21,9,0
3,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0,36,10,0
0,1,1,2,1,1,1,1,2,1,0,0,2,1,0,1,1,0,15,4,0
4,0,1,2,1,0,2,1,1,0,1,1,1,0,1,1,1,1,38,10,1
2,1,0,2,0,0,0,1,1,1,1,0,0,0,0,1,0,0,10,10,0
2,1,0,1,1,0,2,0,0,0,0,1,0,1,0,1,0,0,8,5,0
2,0,2,0,0,0,2,0,1,0,1,0,0,0,1,0,1,1,30,0,1
4,0,0,0,1,0,1,0,1,1,0,1,1,1,0,1,1,0,30,11,0
1,1,2,2,1,1,2,1,1,1,0,1,0,1,0,0,0,0,15,9,0
3,2,0,0,0,1,2,1,2,0,1,1,2,0,1,0,0,0,35,1,0
0,1,2,2,0,0,0,0,1,0,1,1,0,0,1,1,1,1,24,3,1
2,1,2,1,0,1,0,0,2,1,1,1,0,0,0,1,0,1,3,12,1
0,1,1,2,0,1,1,1,0,0,1,1,0,1,1,0,0,1,12,12,1
2,1,2,1,0,0,1,0,1,1,1,1,2,1,0,0,0,0,36,6,0
3,2,0,2,0,0,1,1,2,0,1,0,2,1,0,1,1,1,9,9,1
3,0,1,2,1,1,2,0,2,1,0,0,0,0,1,0,1,0,13,13,0
1,2,0,1,0,1,1,1,2,1,1,1,2,0,1,0,1,0,21,4,0
0,1,2,1,1,0,2,1,0,1,1,0,1,1,1,1,1,0,35,0,0
0,2,2,2,0,1,2,0,2,0,1,1,2,1,0,0,0,0,31,9,0
