level,place,active_time,study_place_condition,movement_effect,light_air,phone_usage,phone_effect,biggest_distraction,stress_effect,sleep_effect,after_long_study,liked_subject_focus,not_understanding_action,goal_effect,satisfaction,comparison_classroom,productivity,main_problem,improvement,target
3,1,2,0,1,1,0,1,0,0,1,1,0,1,1,1,1,0,22,4,0
1,2,2,2,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,12,0
2,1,2,0,0,0,2,0,0,0,0,1,0,1,1,0,1,0,24,13,0
4,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,28,9,0
0,0,0,2,1,0,2,0,0,0,0,0,1,0,1,1,1,0,13,3,0
4,2,2,2,1,0,1,1,2,1,0,1,2,0,0,0,1,1,2,11,1
1,0,2,1,1,0,2,0,1,0,1,0,2,1,0,0,0,1,23,10,1
0,1,0,2,0,0,0,0,0,1,0,0,0,0,1,1,1,0,8,11,0
4,1,0,2,1,1,1,0,2,0,1,0,0,0,1,1,0,1,5,1,1
1,1,1,2,0,0,0,0,1,0,1,1,2,0,1,1,1,0,36,7,0
4,2,0,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,1,13,0
1,1,0,1,0,1,0,0,0,1,1,0,2,1,1,0,1,1,6,10,1
2,1,2,0,0,1,0,1,0,1,1,1,2,1,1,0,0,0,31,11,0
1,0,0,0,0,0,2,0,2,1,1,1,2,1,1,0,0,0,16,14,0
3,1,1,1,1,0,0,1,2,1,1,1,1,0,0,1,1,0,1,3,0
3,0,1,0,1,0,1,0,2,1,0,0,0,0,0,1,0,1,18,9,1
1,1,0,0,0,1,2,1,0,0,0,1,2,1,1,0,1,1,12,5,1
0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,11,14,1
2,0,1,1,0,1,0,1,0,1,1,1,2,0,0,0,0,0,21,3,0
1,2,2,0,0,1,1,1,1,0,1,0,2,0,0,0,1,1,4,11,1
2,2,0,2,1,1,1,0,0,1,1,1,0,0,1,0,0,1,12,5,1
2,2,1,0,1,0,1,1,2,1,1,1,2,1,1,0,1,0,14,4,0
3,0,2,2,1,0,0,1,0,1,0,1,1,0,0,0,0,0,29,7,0
2,2,1,2,0,0,1,0,0,1,0,1,2,1,0,1,0,0,27,10,0
1,2,1,2,0,1,1,1,2,1,0,1,1,1,1,1,1,1,5,9,1
2,1,1,1,1,0,1,0,2,0,1,1,1,0,1,1,1,1,26,5,1
1,1,1,0,0,0,1,0,2,1,1,1,1,0,1,1,1,1,23,5,1
2,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,31,7,0
2,2,1,0,0,1,2,0,2,1,1,1,2,0,1,1,1,1,0,11,1
2,2,1,2,0,0,0,1,1,1,0,1,0,0,0,0,1,1,38,3,1
2,1,1,0,0,1,0,0,0,1,1,1,2,0,0,1,0,1,26,1,1
3,1,1,1,0,0,1,1,2,1,0,1,0,0,0,0,1,1,30,12,1
3,2,2,1,0,1,1,1,1,0,1,0,2,0,1,0,0,1,2,5,1
2,1,2,2,1,0,1,1,0,0,0,1,1,1,1,0,0,0,11,0,0
4,0,2,1,1,0,2,0,2,0,1,0,0,0,1,1,1,0,10,14,0
1,1,0,2,1,1,1,1,0,0,1,1,2,0,1,0,1,0,30,7,0
2,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,38,3,0
4,2,1,2,0,0,2,0,1,0,1,0,2,1,1,1,0,1,7,6,1
3,2,2,0,0,0,1,1,0,1,1,1,2,0,1,1,0,0,32,2,0
4,2,2,1,0,0,0,0,2,0,0,0,2,1,0,1,0,0,6,3,0
3,0,2,2,1,0,2,1,2,0,0,0,0,0,0,1,0,1,35,8,1
1,0,2,1,1,0,0,1,1,1,1,0,1,0,0,1,1,0,22,8,0
2,1,2,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,5,14,1
2,0,1,2,1,0,2,0,2,1,0,1,0,0,0,0,1,0,27,6,0
4,1,1,2,0,1,2,1,2,1,0,1,2,1,1,1,0,0,15,6,0
2,2,2,0,1,0,2,1,2,1,1,1,0,0,0,1,0,0,20,12,0
4,2,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,8,10,0
4,1,0,1,0,1,2,1,0,1,1,1,2,1,0,0,1,0,24,7,0
3,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,30,1,1
3,2,2,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,6,0
0,0,0,2,1,1,0,1,2,1,1,0,2,0,0,1,1,0,38,14,0
3,2,2,2,1,0,0,0,2,0,1,1,2,0,1,0,1,0,32,12,0
1,2,0,0,1,1,2,0,2,1,0,1,0,1,1,1,0,1,19,3,1
3,2,2,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,12,1,1
1,0,2,0,1,0,0,1,2,0,1,0,1,0,1,0,0,0,17,8,0
3,1,0,2,1,1,0,1,0,1,0,0,2,0,0,1,1,0,34,3,0
3,0,1,1,1,1,1,0,2,0,0,0,2,0,1,1,1,0,22,10,0
1,2,2,2,0,0,2,1,2,1,1,1,1,1,0,1,0,1,14,7,1
2,2,2,0,1,0,1,0,0,1,0,1,2,0,1,0,1,1,19,12,1
4,0,0,0,1,1,1,0,2,0,0,0,2,1,1,1,0,1,6,5,1
2,0,1,0,1,1,1,1,0,0,0,0,2,0,0,1,0,0,2,12,0
2,0,1,2,1,0,1,1,1,1,1,0,0,1,1,0,0,0,17,4,0
3,1,1,0,0,1,0,0,0,0,0,1,2,1,0,1,0,0,20,3,0
1,0,2,0,0,1,0,0,2,1,0,1,2,1,1,0,0,1,7,6,1
4,1,1,2,0,0,1,1,1,1,1,0,2,0,1,1,0,0,11,1,0
4,2,2,0,1,0,2,1,0,0,0,0,0,1,1,1,1,1,28,13,1
3,1,2,1,1,0,2,1,0,1,1,0,1,0,1,0,1,1,24,9,1
1,2,2,0,0,0,1,1,2,0,0,1,1,1,0,0,1,1,16,4,1
2,0,1,0,1,1,2,1,0,1,1,0,1,1,1,0,1,1,12,4,1
4,1,0,0,1,1,2,0,0,0,0,1,1,1,0,0,0,1,24,13,1
1,1,1,0,0,0,1,1,0,0,0,1,2,0,1,0,1,0,31,7,0
3,0,0,1,1,0,2,1,0,1,1,0,0,0,1,0,1,0,22,10,0
4,1,0,0,0,0,2,1,1,0,0,0,1,1,1,0,0,1,13,13,1
3,1,2,2,0,1,2,1,0,0,0,1,1,0,0,1,1,0,12,12,0
3,2,2,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,32,13,1
0,2,1,1,0,0,2,0,2,1,0,0,1,1,1,1,0,1,21,9,1
3,1,0,0,1,1,2,0,1,1,1,0,2,1,0,0,0,0,38,0,0
0,1,2,1,0,1,2,1,2,1,0,0,1,0,0,1,0,1,20,13,1
3,1,0,0,0,0,2,1,2,0,1,1,1,1,1,0,0,1,35,11,1
1,0,2,2,1,0,2,0,0,1,0,1,0,0,0,1,1,1,0,10,1
0,1,0,0,1,0,0,0,0,0,1,0,2,1,1,0,1,1,36,4,1
4,2,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,38,10,0
1,1,0,1,0,0,2,1,0,0,1,1,2,0,0,1,0,1,22,1,1
2,1,1,2,0,0,0,1,1,1,0,0,2,0,1,0,0,0,29,6,0
1,1,1,1,0,1,1,1,2,0,1,1,1,0,1,0,1,1,35,13,1
4,0,0,1,0,1,0,1,1,0,0,1,2,1,1,0,0,1,27,1,1
2,1,1,2,1,0,2,0,1,0,0,0,0,0,0,0,1,1,8,7,1
1,0,1,2,1,0,0,0,2,1,0,1,1,0,0,0,1,1,15,1,1
0,1,1,2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,25,7,1
3,0,0,0,0,0,2,1,1,0,1,1,0,0,0,1,0,1,9,3,1
4,0,0,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,6,4,0
3,1,0,0,1,0,2,1,2,1,1,0,2,1,0,1,1,1,20,1,1
3,1,2,1,0,1,2,0,1,1,0,0,0,1,0,1,0,1,24,0,1
1,0,2,2,0,0,2,0,1,0,1,1,2,1,0,0,1,1,8,4,1
1,1,1,1,0,1,2,0,0,0,0,1,0,1,0,0,1,0,33,14,0
3,1,2,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1,2,6,1
2,2,0,2,0,1,1,0,0,1,0,1,0,1,0,1,1,0,37,12,0
3,0,1,1,0,1,0,0,2,1,1,1,1,1,0,0,0,0,27,14,0
4,2,0,0,0,1,0,0,2,0,1,1,1,1,0,1,0,0,9,12,0
3,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,3,10,1
1,2,2,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,15,10,0
3,1,1,2,1,0,1,1,2,0,1,0,1,1,0,0,1,0,0,6,0
1,0,1,1,0,0,2,0,1,0,0,0,1,0,0,1,1,1,35,2,1
0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,12,6,1
4,2,1,2,0,0,1,1,1,1,1,0,2,0,1,1,1,1,8,2,1
2,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,26,10,1
2,0,0,2,0,1,0,0,2,0,0,0,2,1,0,0,0,0,35,12,0
3,2,0,2,0,1,0,1,2,1,1,1,0,1,1,0,0,1,28,9,1
1,1,1,1,1,0,0,0,1,0,1,0,2,1,0,0,0,0,17,5,0
2,0,0,0,1,1,1,1,2,0,1,0,1,1,0,0,0,0,32,2,0
0,1,0,2,1,0,0,0,0,1,0,1,0,1,0,1,1,0,21,13,0
4,0,2,2,0,1,0,1,0,1,0,1,1,0,0,1,1,0,4,14,0
1,2,1,2,0,0,1,1,0,1,1,1,0,1,1,0,0,0,20,2,0
1,0,0,0,0,0,0,1,2,0,0,0,2,1,1,0,1,0,15,7,0
4,2,0,2,0,1,0,0,2,0,1,0,0,0,1,1,0,1,15,3,1
4,2,1,1,0,0,2,0,1,0,0,0,1,0,0,0,1,1,22,9,1
1,0,1,2,0,1,0,1,0,0,0,1,1,1,0,1,1,0,26,10,0
3,2,0,2,0,1,1,0,0,1,1,0,2,0,0,1,1,0,27,1,0
0,0,2,2,0,1,0,0,0,1,1,0,2,0,0,0,1,0,23,2,0
0,0,0,1,0,1,2,0,0,0,1,1,0,0,0,0,1,1,18,6,1
2,2,1,0,1,1,2,1,0,1,0,0,2,1,1,1,0,0,34,6,0
2,2,1,2,0,1,2,1,2,0,1,0,1,1,1,0,0,1,6,12,1
0,1,1,2,1,1,2,0,1,0,0,0,0,0,1,1,0,1,35,5,1
1,1,1,1,0,1,1,0,2,1,0,0,0,0,1,0,1,1,18,11,1
3,0,0,0,0,1,2,0,1,0,1,0,2,0,1,1,1,1,1,5,1
3,0,1,1,1,1,0,0,1,0,1,0,2,1,1,1,0,0,0,11,0
1,2,0,2,0,0,0,0,2,0,1,0,1,0,1,0,0,1,27,13,1
2,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,29,3,0
3,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,10,1,0
0,0,2,1,1,1,0,1,2,0,1,1,2,1,1,0,0,1,37,13,1
3,2,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,12,5,1
2,1,2,2,0,1,1,0,2,1,0,1,2,1,1,0,1,0,29,7,0
3,2,2,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,33,10,0
1,0,2,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,38,13,1
1,1,0,1,1,1,0,0,2,1,1,1,1,0,0,1,1,1,25,13,1
0,0,1,1,1,0,0,0,2,0,0,0,2,1,1,0,1,1,6,13,1
1,0,2,0,0,1,2,0,2,0,0,1,2,1,0,0,0,1,21,9,1
4,0,2,0,1,0,1,0,2,1,0,1,0,1,1,0,1,0,27,12,0
1,0,2,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,20,2,0
1,1,0,1,0,1,0,1,2,1,1,1,0,0,0,1,0,1,33,0,1
4,2,0,2,1,1,0,0,1,1,0,1,1,0,1,0,1,1,5,4,1
3,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,13,11,1
0,0,1,1,0,1,2,0,0,1,1,1,2,1,0,0,0,1,30,13,1
0,1,2,1,1,1,2,1,0,1,1,1,0,1,0,1,1,1,28,11,1
1,2,1,0,1,1,0,1,2,1,0,1,2,1,0,0,1,1,24,1,1
1,2,1,1,0,1,2,1,1,1,0,1,0,1,0,1,0,1,19,4,1
1,1,0,2,1,0,1,0,2,1,0,1,2,1,0,1,0,1,35,3,1
4,0,0,2,0,1,2,0,1,1,1,1,2,1,0,0,1,1,22,2,1
4,1,2,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,2,11,0
2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,2,5,1
4,1,1,1,0,1,2,1,1,0,0,1,2,1,1,1,1,0,1,2,0
4,2,2,0,1,1,2,1,2,0,1,1,2,1,0,0,1,1,5,4,1
2,1,1,1,1,1,2,1,1,0,1,1,2,1,0,1,1,0,33,1,0
0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,21,10,1
2,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,5,0,1
2,2,0,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,37,14,1
4,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,20,3,1
0,0,2,2,0,1,2,0,2,0,0,0,0,0,0,1,1,0,23,8,0
1,2,0,2,0,0,0,0,0,1,0,1,2,1,1,1,0,0,32,6,0
1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,1,31,6,1
0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,1,38,4,1
1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,13,10,0
1,1,0,2,1,1,2,0,1,1,1,1,2,1,1,0,1,1,36,4,1
0,2,0,2,1,1,1,1,2,0,1,0,0,1,0,1,1,1,1,11,1
4,0,2,1,0,1,0,1,0,0,0,0,1,0,1,1,1,1,23,3,1
2,1,2,1,0,1,2,1,2,0,1,1,0,0,1,0,1,1,28,6,1
3,2,1,2,0,1,2,0,1,0,0,0,1,0,1,0,1,0,11,9,0
0,0,0,1,0,1,0,0,1,0,1,1,2,0,1,0,1,1,28,11,1
3,2,1,0,0,1,1,1,2,0,1,0,1,1,1,0,0,1,30,14,1
2,2,1,2,1,1,2,0,2,1,0,0,0,0,1,0,0,1,0,10,1
1,2,0,0,0,1,2,1,0,0,0,1,0,0,1,1,1,1,23,7,1
3,2,0,2,0,0,1,1,0,1,0,1,2,1,0,0,0,0,6,11,0
4,0,0,1,1,0,0,1,2,0,1,1,2,1,0,0,1,0,7,11,0
3,0,2,1,0,0,1,0,2,1,1,0,2,0,1,1,0,1,1,6,1
1,1,0,1,0,0,1,1,2,0,0,0,1,1,0,0,1,1,10,2,1
4,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,37,4,1
2,2,0,2,0,1,1,1,2,0,0,1,0,0,0,0,0,0,9,6,0
1,0,0,2,1,1,1,0,1,0,0,1,1,1,1,0,1,0,14,11,0
0,0,1,0,1,0,1,0,2,1,0,1,1,1,0,1,1,1,26,13,1
3,1,0,2,0,0,0,0,1,0,0,0,2,0,0,1,0,0,29,8,0
2,0,2,2,0,1,1,1,0,1,0,0,0,1,0,0,0,1,37,11,1
4,2,2,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,22,9,1
0,0,0,0,1,0,2,0,2,1,1,0,1,0,0,0,0,0,38,12,0
4,2,2,0,1,1,0,1,2,1,0,0,1,1,1,0,0,1,22,6,1
0,2,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,23,3,1
0,2,1,2,1,0,1,0,2,1,0,0,1,0,0,1,0,0,8,1,0
0,0,2,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,10,1,0
4,0,2,2,1,1,1,1,1,0,0,1,2,1,1,1,1,0,5,14,0
4,1,0,2,0,0,2,0,2,0,0,0,2,0,0,1,0,0,33,7,0
2,2,2,0,0,0,1,0,1,1,0,0,2,1,1,0,0,0,5,4,0
4,0,0,2,0,0,1,1,1,0,1,1,2,1,0,1,1,0,8,2,0
2,1,2,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,19,1,1
3,2,2,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,6,2,1
1,1,2,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,32,7,0
1,2,1,1,0,0,0,1,2,1,1,1,1,0,1,0,0,1,3,4,1
4,2,2,0,0,0,1,1,1,1,0,1,2,0,0,0,1,0,27,13,0
0,2,0,2,0,0,0,0,2,0,1,1,2,1,1,0,0,1,17,8,1
1,1,1,0,0,1,1,0,1,1,0,1,2,0,1,0,0,1,32,2,1
3,0,2,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,3,1
1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,3,11,1
1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,34,6,0
0,2,2,2,0,1,2,0,1,0,0,0,2,1,0,0,0,0,1,4,0
3,0,1,2,1,0,0,1,0,1,1,1,2,1,0,1,0,0,10,5,0
2,2,2,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,15,11,0
1,2,0,2,1,1,2,0,2,1,0,0,1,0,0,0,0,0,37,4,0
0,2,0,2,0,1,2,0,2,1,1,0,2,0,1,1,0,0,5,4,0
4,1,0,2,0,0,1,1,1,0,0,1,0,1,1,0,0,1,30,3,1
3,0,1,2,1,1,2,0,2,1,1,0,1,1,1,1,1,1,32,2,1
2,2,2,0,1,1,1,0,2,1,0,0,1,0,0,1,0,1,28,8,1
1,2,2,1,0,1,0,0,1,0,1,0,0,1,1,1,0,1,19,14,1
3,0,0,1,0,1,1,0,1,1,0,0,2,0,1,0,1,1,22,5,1
3,1,0,1,0,1,1,0,2,0,0,0,2,1,0,0,1,1,16,4,1
0,0,1,2,0,0,0,1,0,0,1,1,1,1,0,0,0,1,4,8,1
4,2,1,2,0,1,0,1,2,1,0,0,2,0,0,1,1,1,21,1,1
0,0,0,1,1,1,2,1,2,1,1,0,2,1,1,0,1,1,2,9,1
1,2,0,2,0,1,1,0,0,1,0,1,1,0,1,1,1,1,1,7,1
4,2,2,2,1,0,1,0,1,0,1,1,1,1,1,0,0,1,6,3,1
2,2,0,1,1,0,1,1,2,0,1,1,0,0,1,0,1,0,17,13,0
3,0,1,1,0,1,0,0,2,0,0,1,2,0,0,1,1,1,29,14,1
4,0,2,0,1,1,2,0,2,0,1,1,0,0,1,0,1,1,0,14,1
2,2,2,2,0,0,0,1,2,0,0,0,0,0,1,1,0,0,37,7,0
2,0,2,1,1,1,0,0,1,1,0,0,2,0,0,1,0,1,32,13,1
2,0,2,2,0,1,1,0,0,1,1,1,2,1,0,0,1,1,3,0,1
0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,32,14,0
4,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,5,3,0
2,0,0,1,0,1,0,1,1,1,0,1,2,0,0,1,1,1,30,9,1
0,2,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,26,0,0
4,1,2,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,10,7,1
3,2,2,2,1,1,0,0,0,1,0,0,1,1,0,0,1,0,14,11,0
1,0,0,0,0,1,2,0,2,0,0,1,0,0,1,0,1,0,6,1,0
1,2,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,5,2,0
3,0,2,0,1,0,0,1,1,1,0,1,0,1,1,1,0,0,2,3,0
2,2,2,1,1,1,2,1,2,1,0,0,2,1,1,0,1,1,16,4,1
4,2,1,2,1,1,0,0,0,0,1,0,1,0,0,0,1,1,9,6,1
1,1,1,0,0,1,2,1,2,0,1,1,0,1,0,1,1,1,24,1,1
4,2,1,1,0,0,0,0,2,0,1,0,0,1,1,1,1,0,26,12,0
1,2,1,2,1,0,1,0,2,1,1,1,2,1,1,0,0,1,10,9,1
0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,10,2,1
1,0,2,0,1,1,0,0,2,1,0,1,0,1,1,1,1,1,13,0,1
1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,6,2,0
3,2,0,2,1,0,2,1,1,0,1,0,1,0,1,1,0,0,3,9,0
1,2,0,2,0,1,0,0,1,0,1,0,0,0,0,1,1,0,32,9,0
3,2,2,0,0,0,1,1,0,0,1,1,2,1,1,0,1,0,17,3,0
1,2,1,2,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,12,1
0,0,0,2,0,1,0,0,2,1,1,1,1,1,1,1,0,1,1,1,1
3,0,2,0,0,1,1,1,0,0,1,0,2,0,0,1,1,0,33,13,0
4,0,1,0,0,1,2,0,1,0,0,0,0,1,0,0,0,1,34,5,1
4,0,1,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,14,2,0
0,0,2,2,0,0,2,0,1,0,0,1,1,0,1,1,1,0,11,11,0
0,0,2,1,0,0,2,1,0,0,1,1,0,1,0,0,0,0,18,2,0
0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,1,0,1,38,11,1
0,2,0,2,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,13,1
2,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,4,10,0
2,2,0,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,33,10,1
1,0,2,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,6,9,0
4,1,2,0,1,1,0,0,0,1,1,0,0,1,0,1,1,1,37,3,1
4,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,3,1
3,2,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,36,10,0
0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,36,3,1
3,1,0,2,0,1,1,0,1,1,0,1,1,1,0,0,0,0,15,5,0
0,2,0,1,0,1,0,0,2,1,0,1,2,0,1,1,0,0,20,1,0
0,0,2,1,1,0,2,1,2,0,0,1,0,0,0,1,0,1,11,3,1
0,0,1,2,1,0,1,0,0,1,0,0,2,0,0,1,0,0,34,2,0
4,0,1,1,0,0,2,0,0,1,0,1,2,0,0,1,0,0,7,12,0
4,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,6,14,1
3,1,2,1,1,1,2,1,1,0,1,1,2,0,0,1,1,1,30,3,1
3,2,2,0,1,1,2,1,0,1,0,1,0,1,0,0,0,1,13,7,1
3,2,0,2,0,1,0,1,1,0,1,0,1,0,0,0,1,0,19,7,0
2,1,2,2,1,0,1,1,0,1,0,0,2,0,1,0,1,1,35,2,1
1,2,0,1,0,0,2,0,1,0,1,0,1,1,1,1,1,0,3,12,0
1,1,0,0,1,0,0,1,0,1,1,1,2,0,0,0,1,0,34,1,0
0,0,2,2,0,0,2,1,0,1,1,1,2,0,1,0,1,1,38,8,1
4,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,12,8,0
3,2,1,1,1,0,0,1,1,0,1,1,2,1,0,1,0,0,33,2,0
2,0,2,0,1,0,2,0,0,1,1,0,2,0,0,1,1,1,36,1,1
0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,33,3,0
4,0,2,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,32,13,1
0,2,1,2,1,0,1,0,1,1,0,0,1,0,0,0,1,1,29,13,1
2,2,2,2,0,0,2,1,1,1,1,1,2,0,0,1,0,0,5,5,0
1,1,0,2,0,1,1,0,1,0,0,1,0,1,1,1,0,0,3,7,0
0,2,2,0,0,1,2,1,0,1,1,0,0,0,0,0,0,1,35,5,1
0,1,0,0,0,0,2,0,0,1,0,1,1,1,1,0,1,1,6,11,1
4,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,11,0,0
1,2,1,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,4,12,0
3,2,0,2,0,1,1,1,2,1,0,1,1,1,1,0,0,1,3,14,1
0,2,0,2,0,1,1,1,0,0,1,0,2,0,0,1,1,0,6,0,0
2,2,1,2,0,1,2,1,2,0,1,1,0,1,0,1,0,0,10,12,0
0,0,0,1,0,1,1,0,2,0,1,1,0,0,0,1,0,1,6,13,1
3,1,0,1,1,0,2,1,0,0,0,0,0,1,1,0,1,1,10,7,1
1,1,1,2,0,0,2,0,2,1,0,0,1,0,1,0,0,0,28,7,0
1,2,0,2,1,0,2,1,2,0,1,0,0,0,1,1,0,1,31,9,1
1,1,2,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,34,11,1
1,0,0,2,1,1,1,1,0,0,1,0,1,0,0,1,1,0,17,8,0
4,0,2,1,0,0,2,1,2,1,0,1,0,1,1,0,1,1,38,12,1
1,2,1,2,0,1,2,0,1,1,1,1,0,0,1,1,1,0,30,1,0
1,1,0,2,0,0,1,0,1,0,0,0,1,0,0,1,0,0,27,8,0
4,1,1,1,1,0,1,0,0,1,1,0,2,1,0,1,1,0,15,1,0
3,0,1,2,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1
2,1,0,2,1,1,0,0,2,1,0,1,2,1,0,0,1,0,33,4,0
1,0,0,1,1,1,2,1,1,1,0,0,0,0,0,1,1,0,18,1,0
3,1,0,2,0,1,2,0,2,1,1,1,0,1,1,1,0,1,11,1,1
4,2,1,0,1,1,2,0,0,0,1,1,0,0,1,1,1,1,25,12,1
1,1,0,0,1,1,2,0,0,1,1,0,0,0,0,0,1,1,27,3,1
