level,place,active_time,study_place_condition,movement_effect,light_air,phone_usage,phone_effect,biggest_distraction,stress_effect,sleep_effect,after_long_study,liked_subject_focus,not_understanding_action,goal_effect,satisfaction,comparison_classroom,productivity,main_problem,improvement,target
2,2,2,0,0,0,1,1,2,0,0,0,2,1,0,1,1,1,34,4,1
0,2,0,0,0,1,1,1,2,0,1,0,1,0,0,0,0,1,23,12,1
1,2,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,32,4,0
1,2,2,0,0,0,0,0,2,1,0,1,0,0,0,1,0,0,17,11,0
0,2,2,2,1,1,0,1,1,1,1,0,1,1,1,1,1,0,36,4,0
0,1,0,0,0,1,2,0,0,0,0,0,1,0,0,1,0,0,35,4,0
2,0,1,0,1,1,0,1,2,0,0,1,1,1,1,0,1,0,28,7,0
2,2,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,35,1,0
4,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,22,2,1
4,2,0,1,1,1,1,0,1,0,0,0,2,0,0,0,1,1,32,10,1
0,1,2,2,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,6,1
4,1,0,0,1,1,2,1,0,1,1,0,1,0,1,1,1,0,16,4,0
0,1,2,0,0,1,0,0,2,0,1,0,2,1,1,0,0,1,35,12,1
4,1,1,1,1,1,1,0,0,0,1,0,2,0,1,1,0,1,29,2,1
0,1,1,0,1,1,2,1,1,0,0,1,1,0,0,0,1,1,34,11,1
3,1,0,0,1,0,1,0,2,0,1,0,2,0,0,0,0,0,12,14,0
2,2,1,1,1,1,2,0,0,1,0,0,0,1,1,1,0,1,11,14,1
4,2,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,15,8,1
1,0,1,2,0,0,1,0,1,1,1,0,0,0,0,1,1,0,5,2,0
0,0,1,2,0,0,2,0,1,1,1,1,2,0,0,1,1,0,38,8,0
3,1,0,0,0,0,1,1,2,0,1,1,2,0,0,0,0,0,5,7,0
1,0,2,2,0,1,1,1,1,0,0,1,0,0,1,1,0,1,31,5,1
1,2,2,2,1,1,2,1,0,1,1,1,0,1,0,0,0,1,25,6,1
2,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,25,14,1
1,1,0,0,0,0,0,0,1,1,1,0,2,0,1,1,1,1,16,5,1
3,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,10,6,1
1,1,1,0,0,1,2,0,0,1,0,1,1,1,1,1,1,0,28,0,0
1,1,2,2,0,0,0,0,0,1,0,0,0,1,0,1,0,1,11,3,1
4,0,2,1,0,1,0,0,2,1,0,0,0,1,1,1,0,0,22,14,0
0,0,0,0,0,1,2,1,1,0,1,0,2,0,1,1,0,1,23,8,1
0,2,1,2,0,1,1,0,0,0,0,0,0,1,0,1,1,0,29,5,0
3,1,1,2,0,0,0,0,0,0,1,1,0,0,1,1,1,0,25,5,0
3,0,0,0,0,1,2,1,1,0,0,0,2,0,0,0,1,1,36,13,1
3,0,0,0,0,0,2,0,2,0,1,1,1,1,0,1,1,1,9,9,1
0,2,1,0,1,0,1,0,2,0,1,0,0,0,0,1,0,1,35,11,1
3,0,2,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,16,10,0
4,2,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,16,12,1
1,2,0,1,0,0,2,1,1,1,1,1,0,0,0,1,1,1,16,4,1
3,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,26,10,0
0,2,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,16,1,0
2,0,0,2,1,0,1,1,2,0,0,0,2,0,0,1,1,1,12,10,1
4,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,1,12,5,1
3,0,2,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,8,5,0
1,2,2,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,17,4,0
4,2,1,1,1,1,2,0,2,0,1,0,2,1,1,0,1,1,22,5,1
3,1,0,2,0,1,2,1,2,1,0,0,2,0,1,0,0,1,8,11,1
1,1,1,0,0,1,2,1,0,1,0,1,0,0,0,1,1,0,2,5,0
2,2,1,0,1,0,2,1,1,0,1,1,0,0,0,1,0,0,8,2,0
3,1,1,1,0,0,2,1,1,0,0,0,2,1,1,0,0,0,3,14,0
3,0,0,2,0,0,1,1,2,1,1,0,0,1,0,1,0,0,27,14,0
3,0,0,2,1,1,1,1,1,0,1,1,0,1,0,1,1,1,12,4,1
2,2,0,1,0,1,2,1,0,0,0,0,1,0,1,0,0,0,1,12,0
1,0,0,1,1,1,1,0,0,0,1,0,2,1,0,0,1,1,31,1,1
2,0,0,1,0,1,2,0,2,1,1,0,2,0,1,1,0,1,28,9,1
3,1,0,1,1,0,2,1,2,1,1,1,0,0,1,1,1,0,29,13,0
2,0,0,2,0,1,2,1,0,1,1,0,2,1,0,1,0,1,38,10,1
1,0,2,1,0,1,1,1,2,1,0,0,2,0,1,1,0,0,17,9,0
2,1,1,0,1,0,0,1,2,0,1,0,2,0,1,1,1,1,30,1,1
4,2,2,0,0,1,0,0,2,1,0,1,2,0,0,1,1,0,11,1,0
1,2,0,2,1,0,0,1,2,0,0,0,1,0,1,0,0,0,33,7,0
4,2,2,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,19,8,0
4,2,2,1,1,1,2,1,0,1,1,0,2,1,1,0,0,1,30,5,1
4,0,0,0,0,1,0,1,1,1,0,1,2,1,0,1,1,1,6,5,1
3,1,2,0,0,1,2,0,0,1,1,0,1,1,1,1,1,0,1,10,0
2,0,2,2,1,1,2,1,2,0,1,0,0,1,1,1,1,1,25,1,1
0,2,0,2,0,1,1,1,2,0,1,1,1,0,1,1,1,0,3,6,0
4,2,0,1,0,0,0,1,2,0,0,1,2,1,0,0,0,0,31,0,0
2,0,1,2,1,1,2,0,2,1,1,0,1,0,1,1,0,1,3,1,1
1,0,2,0,1,1,1,1,2,1,0,1,0,1,0,1,1,1,30,9,1
3,0,1,0,0,0,0,0,1,0,1,1,2,1,1,1,0,1,26,4,1
1,1,1,1,0,0,2,0,0,1,1,1,2,0,0,1,0,1,1,1,1
4,1,2,1,1,1,1,0,2,1,0,0,2,0,0,0,0,0,34,2,0
1,2,1,2,0,0,0,1,0,0,0,0,1,1,1,1,0,0,37,10,0
3,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,6,5,0
4,2,0,0,0,0,0,0,0,1,1,0,2,1,0,1,1,0,30,1,0
4,0,0,0,1,1,2,0,0,0,0,0,2,1,1,1,0,0,13,1,0
1,2,1,1,1,1,2,1,1,0,0,1,2,0,1,1,1,1,29,9,1
0,0,2,2,1,0,2,0,1,1,1,0,2,1,0,1,1,1,15,13,1
3,2,2,0,1,1,2,1,0,1,1,1,1,0,1,1,0,1,36,2,1
4,0,1,1,1,0,0,0,2,0,0,1,1,0,1,0,1,0,21,3,0
4,1,0,2,1,1,1,1,0,1,0,0,0,0,0,1,1,0,36,1,0
1,0,0,2,0,1,2,1,0,1,0,0,1,1,1,0,1,0,2,13,0
4,0,2,0,0,0,1,0,0,1,1,1,2,0,0,1,1,1,3,1,1
4,0,2,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,14,8,1
2,0,2,0,0,0,0,0,2,0,0,1,1,1,1,1,0,0,1,3,0
2,2,1,0,1,1,2,0,1,0,0,0,2,1,1,0,1,1,29,12,1
3,2,2,2,0,0,0,0,2,0,1,1,2,1,1,1,1,1,0,7,1
0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,33,6,0
3,2,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,5,1,0
4,1,2,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,28,6,1
1,2,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,10,8,1
0,2,1,1,1,1,2,1,2,1,1,1,0,0,0,0,1,0,32,12,0
4,2,0,2,1,1,2,1,1,0,1,1,0,1,0,0,1,1,8,1,1
2,2,0,2,1,1,2,1,1,1,0,1,0,1,1,1,1,0,9,13,0
2,2,0,2,0,1,2,0,0,0,1,0,1,0,1,0,1,0,20,5,0
4,0,0,1,1,0,2,0,0,1,1,0,1,1,0,0,0,1,1,2,1
1,2,1,2,0,0,1,1,1,0,1,0,0,0,1,1,1,1,9,11,1
2,1,1,1,1,0,2,0,1,0,0,0,2,0,1,0,1,1,11,12,1
3,2,1,2,0,0,0,1,2,1,0,1,1,1,0,0,1,0,21,10,0
3,2,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,1,33,5,1
4,0,1,2,0,0,1,0,1,1,0,0,0,0,1,0,0,0,38,13,0
0,2,0,1,0,0,1,0,0,0,1,1,2,1,1,1,1,0,25,14,0
2,0,2,1,1,0,1,0,2,1,0,1,1,0,1,1,1,1,17,2,1
3,2,0,2,0,0,1,1,0,1,1,0,0,0,1,0,0,0,36,12,0
2,1,0,2,1,1,1,1,0,1,1,1,2,1,1,1,1,1,4,8,1
3,0,2,0,0,1,0,1,2,0,1,0,2,1,1,1,0,1,10,9,1
2,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,37,6,1
2,2,2,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,22,0,1
3,1,2,1,1,0,2,0,0,1,1,0,0,1,0,1,1,1,22,0,1
4,0,2,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,30,10,0
1,1,2,0,0,1,1,1,2,1,0,1,2,0,0,1,0,0,18,9,0
1,1,0,1,1,1,0,1,2,0,0,1,2,0,0,0,0,0,21,4,0
0,1,2,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,5,6,0
3,2,0,1,1,1,2,1,1,0,1,0,0,1,1,0,0,1,28,11,1
1,2,0,0,0,1,0,0,2,0,1,1,2,1,0,1,0,1,31,1,1
3,0,2,0,0,0,1,1,2,0,1,0,0,0,1,0,0,0,26,13,0
2,2,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,13,0
0,1,2,0,0,0,0,0,1,0,0,0,2,1,0,1,1,1,16,8,1
0,0,2,2,0,0,2,1,1,0,1,1,1,0,0,0,1,0,13,8,0
3,2,2,2,0,1,2,0,0,1,0,1,1,1,1,1,1,0,13,13,0
4,2,0,2,1,0,0,0,2,1,0,0,2,0,0,0,1,1,30,12,1
4,0,2,0,1,1,2,0,2,1,1,0,2,0,0,1,1,0,2,5,0
3,1,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,32,0,0
3,0,0,1,1,1,1,1,2,1,0,0,1,0,1,1,0,1,7,13,1
2,2,0,2,0,1,1,1,0,1,1,1,2,1,1,1,0,0,8,12,0
3,0,2,2,0,0,0,0,1,1,0,1,2,1,0,1,1,0,14,3,0
2,0,2,2,1,1,1,1,0,1,1,1,2,0,1,0,1,0,34,1,0
1,1,0,1,0,0,0,1,1,1,0,1,1,0,1,1,0,1,7,8,1
0,2,1,2,0,1,2,0,0,0,0,0,0,1,0,0,1,1,37,7,1
2,0,0,1,1,1,2,1,1,1,0,0,2,1,1,0,0,1,2,7,1
3,0,2,2,1,0,2,1,2,0,1,0,1,1,1,1,0,1,6,5,1
2,2,0,2,1,0,0,1,0,0,1,0,0,0,1,0,0,0,28,12,0
2,1,1,2,0,1,1,1,0,0,1,0,1,1,1,0,1,0,3,12,0
4,2,2,0,0,0,1,0,2,1,1,0,0,1,0,1,0,0,25,9,0
3,0,0,1,0,0,2,1,2,0,0,1,2,1,1,0,0,0,0,8,0
3,0,2,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,38,13,0
1,2,1,0,0,0,2,1,0,1,0,0,1,1,0,1,1,1,34,7,1
3,0,0,1,1,1,2,1,2,1,1,1,0,0,1,0,1,1,3,7,1
3,1,1,1,1,1,2,1,0,0,1,1,2,1,0,1,1,0,18,2,0
1,2,0,1,0,0,1,1,2,0,0,1,2,0,1,0,0,1,9,7,1
2,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,5,3,1
4,1,1,0,0,0,2,1,2,1,0,1,2,1,0,1,0,0,32,12,0
1,1,1,0,0,1,1,0,0,1,0,1,2,0,1,1,0,1,2,3,1
3,0,2,0,0,1,0,0,2,0,0,1,2,1,0,1,1,0,16,8,0
2,0,0,0,0,1,0,1,1,0,0,1,2,0,0,0,1,0,28,7,0
0,1,2,0,0,0,1,0,2,1,0,1,1,0,1,0,0,0,1,1,0
3,2,2,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,18,0,1
1,2,0,2,0,1,2,1,1,0,0,1,1,1,1,0,1,1,32,7,1
3,1,0,0,0,0,1,1,0,0,0,1,2,1,0,0,0,1,23,9,1
4,2,0,2,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,7,1
3,1,2,2,1,1,1,0,0,1,1,0,0,1,0,1,0,0,21,11,0
3,2,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,12,8,1
4,2,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,29,0,1
3,1,2,1,0,0,0,1,0,0,0,0,2,0,1,0,0,0,22,13,0
2,1,0,2,1,0,2,1,2,0,0,1,2,1,1,0,0,0,32,13,0
1,2,1,2,0,0,2,0,2,0,1,1,2,0,1,1,0,0,26,3,0
1,2,1,1,1,0,0,0,1,1,1,1,2,1,0,1,1,1,33,6,1
4,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,13,1
3,2,2,0,1,1,0,1,2,0,1,0,2,1,1,0,0,0,1,9,0
2,2,0,1,0,1,0,0,2,1,1,0,1,0,1,1,1,0,14,3,0
3,2,2,1,1,0,1,1,2,1,1,0,1,1,1,1,0,1,14,8,1
1,2,0,1,1,0,2,1,2,0,1,1,1,0,0,1,1,0,16,1,0
4,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,28,0,1
0,2,1,2,1,1,2,0,2,0,1,0,1,0,1,0,0,0,30,5,0
4,2,1,1,1,1,1,0,0,1,1,0,2,0,1,1,1,0,21,14,0
3,2,2,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,20,11,0
3,2,1,1,1,0,2,0,1,0,0,0,0,1,1,1,0,1,16,4,1
3,2,2,0,1,0,1,0,1,0,1,0,2,1,0,1,0,1,32,11,1
3,2,0,0,1,1,2,0,1,1,1,0,2,0,1,1,1,1,34,11,1
0,1,1,2,0,0,0,0,2,0,1,0,1,1,1,0,0,1,24,3,1
1,2,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,26,2,1
1,2,1,1,0,1,2,0,1,1,1,0,0,0,1,0,0,1,3,13,1
4,1,1,2,0,0,2,0,1,0,1,0,2,0,1,0,1,1,37,5,1
4,1,1,0,0,1,1,0,2,0,0,0,0,1,0,0,1,1,1,6,1
2,0,1,2,0,1,2,1,1,1,0,1,0,0,0,1,0,0,24,13,0
4,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,12,5,0
3,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,1,16,4,1
0,0,1,2,1,0,1,0,0,1,1,1,0,1,1,1,0,0,3,12,0
4,1,2,2,0,0,1,0,2,0,0,1,0,0,0,1,0,0,7,0,0
1,0,1,2,0,0,1,1,0,1,0,1,1,0,0,1,1,0,33,3,0
1,2,0,0,0,0,2,1,0,0,0,1,2,1,1,1,1,1,33,7,1
1,2,1,1,1,1,2,0,1,1,0,0,0,1,1,1,1,0,35,10,0
4,0,2,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,21,2,0
2,1,0,2,1,0,2,1,2,0,1,1,0,0,1,0,0,1,34,3,1
0,0,2,2,0,1,2,0,1,1,0,1,1,0,0,1,1,1,32,10,1
3,1,2,0,0,0,2,1,0,0,0,0,0,1,0,0,1,1,2,10,1
1,0,2,1,1,1,1,0,0,1,1,0,2,0,1,0,1,1,29,1,1
3,1,1,2,1,0,1,0,1,0,0,0,2,0,0,1,1,1,5,14,1
3,2,1,1,1,0,2,0,0,1,0,0,2,0,1,0,0,0,18,10,0
2,2,1,2,1,1,2,0,2,1,1,0,0,0,1,1,0,1,31,12,1
3,1,1,2,0,0,2,0,2,1,1,1,0,0,0,0,1,1,25,11,1
4,2,0,1,0,1,1,0,1,1,1,0,2,1,1,0,0,1,35,4,1
0,0,0,2,1,1,1,0,1,0,0,0,2,0,0,1,0,1,24,11,1
2,1,0,0,0,1,0,0,0,1,0,0,2,0,1,1,0,0,37,8,0
1,0,1,2,1,1,2,0,1,0,1,0,0,1,0,0,1,1,22,2,1
1,0,1,1,1,1,2,1,1,1,1,1,0,0,1,1,1,1,16,13,1
1,0,0,1,0,1,0,1,1,1,1,0,2,1,0,1,1,1,10,1,1
4,2,2,1,0,1,1,0,2,1,0,1,2,0,1,1,1,0,5,7,0
3,2,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,28,14,1
4,2,2,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,18,9,1
1,1,1,1,0,0,2,1,1,1,0,0,1,1,0,1,1,1,31,6,1
1,1,2,1,0,1,1,1,0,0,1,0,1,0,0,1,1,1,6,7,1
3,2,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,29,14,1
2,0,2,2,0,1,2,0,1,1,1,0,1,0,1,1,1,0,37,1,0
2,1,2,1,1,0,1,1,0,0,1,0,0,0,1,1,1,0,11,11,0
3,2,2,1,0,1,2,1,0,1,0,1,1,1,0,1,0,1,11,11,1
0,0,0,0,0,1,2,0,0,1,1,1,0,0,1,0,1,0,32,5,0
0,0,1,1,1,1,2,1,0,0,1,1,0,1,1,0,0,1,23,1,1
0,1,1,2,0,0,1,0,0,0,0,1,1,0,1,1,1,1,26,1,1
0,0,2,0,0,0,2,1,2,1,0,0,1,1,0,1,1,1,4,11,1
2,1,2,1,0,1,2,1,1,0,1,1,1,0,0,1,1,1,10,3,1
1,1,2,2,0,0,0,1,1,0,1,0,2,0,1,1,0,1,5,13,1
4,2,1,0,1,0,1,1,0,1,1,0,2,0,1,1,0,0,24,1,0
1,2,2,0,0,1,2,1,2,0,1,1,2,1,1,1,1,0,7,7,0
1,2,2,1,1,0,1,1,2,1,0,1,1,0,0,0,0,0,33,2,0
0,2,1,1,1,1,1,1,2,1,0,1,2,1,0,0,1,0,24,6,0
4,0,2,2,0,1,1,0,1,0,1,0,1,1,1,1,1,1,30,12,1
4,1,2,2,1,0,0,0,2,0,0,0,2,1,0,1,1,1,3,11,1
3,0,0,1,1,1,2,0,2,0,1,0,2,1,1,1,0,1,29,1,1
2,1,2,0,1,1,2,1,2,1,0,1,1,0,0,1,1,0,15,4,0
4,1,2,0,0,1,2,1,0,1,1,0,2,0,0,1,0,1,27,5,1
0,0,1,0,1,0,2,0,2,1,1,1,0,1,1,0,1,1,23,13,1
0,2,1,1,0,1,1,0,0,0,0,0,1,0,1,1,1,0,18,13,0
2,2,2,2,1,0,2,1,2,1,0,1,0,0,1,0,0,0,6,2,0
3,2,2,1,1,0,2,0,2,1,1,1,1,1,1,1,0,0,0,13,0
0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,13,3,1
1,2,1,1,0,0,1,1,2,0,0,1,0,1,1,0,0,1,26,9,1
0,2,2,1,1,1,2,1,2,1,0,0,2,0,1,1,1,0,24,3,0
4,2,1,0,0,0,1,0,2,1,1,1,2,1,1,0,1,0,21,1,0
1,2,0,0,0,1,2,1,2,1,0,1,2,1,0,1,1,0,24,10,0
1,2,1,1,1,1,0,1,2,0,1,1,1,0,1,0,1,1,36,8,1
3,2,1,1,0,0,2,1,1,1,1,1,0,1,1,1,1,1,11,1,1
3,2,2,1,1,1,2,0,0,0,1,1,1,1,1,0,1,0,33,12,0
2,0,0,1,1,1,1,0,2,0,1,0,1,1,1,0,1,1,23,11,1
1,2,2,2,0,1,0,0,1,0,0,1,2,0,1,0,1,0,13,1,0
3,2,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,8,6,0
3,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,19,1,1
0,2,2,0,1,0,1,1,2,0,0,0,0,0,1,1,0,0,10,8,0
4,1,2,2,1,0,1,0,1,0,1,1,1,1,0,0,0,0,32,7,0
3,1,2,0,1,0,1,0,2,0,0,0,0,1,1,0,1,0,32,1,0
2,2,2,2,1,0,0,0,0,1,1,1,2,0,1,1,1,1,12,4,1
1,0,2,1,0,1,0,1,0,1,1,0,2,0,1,0,0,0,36,8,0
3,2,1,1,1,1,0,0,0,0,0,1,2,0,0,0,1,1,30,7,1
3,2,2,1,0,1,2,1,2,0,1,0,2,1,0,1,1,1,33,3,1
1,1,1,1,0,0,1,1,2,1,0,0,2,1,0,0,0,0,7,10,0
2,0,1,2,0,1,1,1,0,0,0,1,2,1,1,1,1,1,8,4,1
0,2,0,1,1,0,2,1,1,1,1,0,2,0,1,1,0,0,14,6,0
4,2,0,1,0,0,2,0,2,1,1,1,1,1,0,1,0,0,30,5,0
2,2,2,0,1,0,0,1,0,0,1,1,2,0,1,1,1,0,35,13,0
4,0,0,0,1,0,0,0,0,0,0,1,2,0,1,1,1,0,6,14,0
3,1,0,0,1,0,2,1,0,0,1,1,1,1,0,0,1,0,14,13,0
4,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,16,11,1
0,0,1,1,1,0,0,1,1,1,1,1,2,1,1,0,1,0,35,8,0
1,0,0,0,0,1,1,1,2,1,0,0,2,1,1,0,0,1,5,7,1
4,1,0,1,0,0,1,1,2,0,0,1,2,1,1,1,1,1,2,4,1
3,1,0,2,0,0,2,1,1,0,0,0,2,0,0,1,1,1,10,12,1
4,1,2,2,1,0,1,1,0,0,0,1,2,1,0,1,0,1,13,4,1
0,2,0,0,1,0,2,0,2,1,1,0,2,1,1,0,0,1,28,9,1
3,1,1,1,0,0,1,0,2,0,1,1,0,0,0,0,1,1,28,0,1
3,2,1,1,1,0,1,0,0,1,0,1,2,1,1,1,1,1,36,4,1
4,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,23,2,0
2,0,0,2,1,0,0,1,1,0,0,1,0,1,0,0,0,1,9,6,1
0,0,0,2,0,1,1,0,0,1,1,0,0,1,0,0,1,0,15,9,0
4,1,0,2,0,0,0,0,1,0,0,1,0,0,1,1,1,0,31,1,0
1,0,1,2,0,0,1,1,0,0,1,1,2,1,0,0,1,1,11,8,1
3,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,8,14,1
3,1,1,2,0,0,1,0,1,1,0,0,0,1,0,1,1,1,16,4,1
2,1,2,0,0,0,1,0,2,0,1,0,1,1,0,1,0,1,28,4,1
3,2,0,2,0,0,2,1,1,1,0,0,0,0,1,0,0,0,14,10,0
4,0,2,1,0,0,2,0,2,0,1,1,2,1,0,0,1,0,25,11,0
4,0,0,2,0,1,2,1,0,0,0,1,2,1,1,0,0,1,27,6,1
0,1,2,1,1,1,2,1,1,1,0,1,1,0,0,0,0,1,2,12,1
0,2,0,1,1,0,2,1,0,0,1,0,2,0,0,0,0,0,18,8,0
2,0,1,1,1,1,2,0,2,1,1,1,0,1,1,0,1,0,34,1,0
3,2,0,2,1,0,1,0,1,0,1,0,1,1,0,0,0,1,16,7,1
0,1,0,2,1,0,0,1,2,0,1,0,0,1,0,0,1,1,13,11,1
2,1,0,1,1,1,1,0,2,0,1,1,2,0,0,1,1,0,37,10,0
4,1,2,2,1,0,2,0,0,0,1,0,1,1,0,0,0,1,14,14,1
3,0,1,2,1,0,2,0,1,0,1,1,0,0,1,0,0,1,8,11,1
4,2,0,2,0,0,2,1,2,0,1,1,1,1,1,1,0,0,18,5,0
2,2,2,0,0,1,0,0,1,0,0,0,2,1,1,0,1,0,26,6,0
4,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,19,6,0
4,1,1,2,1,0,0,1,2,0,0,1,1,1,1,0,1,1,20,0,1
1,0,2,1,0,1,2,1,1,1,1,1,2,0,1,1,0,0,14,11,0
3,0,0,1,0,1,0,1,2,1,0,1,2,0,1,0,0,1,25,11,1
4,2,1,1,0,1,2,1,0,0,0,0,0,1,1,1,0,1,19,4,1
0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,2,1
4,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,18,13,0
0,0,1,0,0,1,1,0,2,1,1,0,0,0,0,1,0,0,35,7,0
4,2,0,0,0,0,2,1,0,0,1,1,2,1,0,0,0,1,17,11,1
3,2,0,0,1,1,2,0,2,1,0,1,0,0,0,0,1,0,37,5,0
0,0,2,1,0,1,2,0,0,1,1,1,0,1,1,0,1,0,31,13,0
2,2,1,0,1,1,2,0,0,0,0,0,0,1,1,1,0,1,18,13,1
3,2,2,2,0,1,1,0,0,0,0,0,2,1,0,0,0,1,18,1,1
1,2,2,0,0,0,0,0,2,0,1,1,0,1,0,1,0,1,4,4,1
1,1,2,0,1,0,0,1,2,1,1,1,1,0,1,1,0,0,30,9,0
0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,14,14,1
1,0,1,1,1,0,2,1,1,1,0,0,0,1,0,1,1,0,38,5,0
3,2,2,0,0,1,0,0,0,0,1,1,2,1,0,0,1,0,9,14,0
0,2,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,28,3,0
2,1,1,2,1,0,1,0,0,1,0,0,2,1,1,1,0,1,8,14,1
3,1,1,1,0,1,0,0,2,0,0,0,2,0,1,0,0,1,12,1,1
4,1,0,2,1,0,2,0,1,0,1,0,0,1,1,1,1,1,5,10,1
