level,place,active_time,study_place_condition,movement_effect,light_air,phone_usage,phone_effect,biggest_distraction,stress_effect,sleep_effect,after_long_study,liked_subject_focus,not_understanding_action,goal_effect,satisfaction,comparison_classroom,productivity,main_problem,improvement,target
4,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,28,6,0
2,2,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,6,3,0
4,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,30,9,1
3,1,1,0,0,1,2,1,0,0,1,0,2,0,1,1,0,1,26,10,1
0,2,2,0,1,0,1,0,0,1,1,1,2,0,0,1,0,1,35,11,1
1,1,0,0,0,1,2,0,1,1,1,0,0,1,0,1,1,0,27,4,0
1,1,1,1,1,1,2,0,2,1,1,1,1,1,1,0,1,1,16,3,1
0,1,2,1,1,0,1,0,2,1,0,0,2,0,0,1,1,1,23,9,1
0,0,0,2,0,0,2,0,0,0,1,1,2,0,1,1,0,0,26,9,0
3,2,2,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,3,5,1
3,1,0,1,0,0,2,0,1,0,1,1,2,0,1,0,1,0,37,0,0
4,2,1,1,1,0,0,1,2,0,1,0,2,0,0,0,1,1,37,11,1
2,1,0,0,1,1,2,1,2,0,0,1,1,0,1,1,0,0,29,4,0
3,2,1,1,1,1,2,1,0,1,0,1,1,0,1,1,0,0,1,9,0
0,0,1,0,1,1,2,1,1,0,0,1,0,0,1,1,0,0,32,4,0
0,2,1,2,1,1,2,0,0,1,1,0,1,1,0,1,1,1,0,10,1
4,1,0,0,0,1,2,1,0,1,1,1,0,1,1,0,1,1,33,11,1
1,1,1,0,0,1,2,0,2,0,0,0,2,1,1,1,0,1,22,5,1
4,0,1,2,0,0,1,0,2,1,1,1,1,0,1,1,1,1,7,5,1
2,0,1,2,0,0,1,0,1,0,1,0,1,0,0,0,0,1,28,1,1
4,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,26,2,0
4,2,2,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,22,6,0
3,1,1,1,0,0,1,0,0,1,0,1,2,0,1,0,0,0,21,6,0
1,0,2,1,1,0,0,1,0,1,1,0,0,1,1,1,0,1,7,10,1
4,0,1,1,1,0,2,1,1,0,0,1,1,1,0,0,0,0,18,10,0
4,2,0,1,1,0,1,0,0,0,1,1,2,0,0,0,1,0,2,5,0
4,2,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,9,2,1
0,0,0,2,0,1,1,0,2,0,1,0,0,0,1,1,0,0,10,2,0
2,0,1,2,0,0,2,1,1,0,1,1,2,0,0,0,0,0,14,10,0
2,0,1,2,1,1,0,1,2,0,0,0,2,0,1,1,0,0,17,3,0
1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,27,0,1
2,2,0,2,0,1,0,1,1,0,0,1,2,1,0,1,0,0,14,9,0
3,0,0,2,0,0,2,0,1,1,1,1,2,1,1,1,0,1,9,10,1
4,1,0,0,0,0,2,0,1,0,1,0,2,0,0,0,0,0,5,1,0
4,2,1,1,1,0,2,1,0,0,1,0,0,0,1,0,1,0,29,8,0
1,0,0,2,1,0,0,1,2,1,1,0,0,0,0,0,0,1,25,5,1
1,1,0,1,1,1,0,1,2,1,0,1,0,0,1,1,1,0,25,9,0
4,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,14,5,0
1,0,2,2,0,1,1,0,2,1,0,0,1,0,0,0,0,0,28,1,0
0,0,0,0,0,0,2,1,0,1,0,0,1,1,0,0,1,1,4,10,1
4,2,1,1,0,1,1,1,0,1,0,1,2,1,1,1,1,1,20,10,1
2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,33,12,1
2,2,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,13,3,1
0,0,0,1,1,1,1,1,1,0,0,1,2,0,1,1,1,1,3,0,1
2,0,0,0,1,1,2,1,2,1,0,0,1,1,0,0,1,1,16,12,1
1,0,0,0,0,0,2,1,2,0,1,1,2,1,0,0,1,1,14,14,1
3,2,2,1,0,1,2,1,2,0,1,0,1,0,0,0,1,1,35,4,1
3,2,0,0,1,0,1,0,1,0,1,0,2,0,1,0,0,0,5,0,0
1,2,0,0,1,1,2,1,1,0,0,1,1,1,1,0,0,0,26,12,0
4,0,1,2,0,0,1,0,2,1,1,0,0,1,0,0,0,0,4,11,0
4,0,2,1,1,0,2,1,0,1,0,1,1,1,1,0,1,1,35,3,1
1,1,2,2,1,1,0,0,0,0,1,1,1,0,1,1,0,1,20,2,1
1,0,1,1,0,0,2,1,1,0,1,0,0,0,1,1,0,1,26,4,1
3,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,5,12,0
4,1,2,2,0,0,1,0,0,0,1,0,0,0,1,0,1,1,20,1,1
4,1,2,0,0,1,0,1,1,1,0,0,2,0,0,0,1,1,32,9,1
0,2,1,2,0,0,0,1,0,0,0,0,2,1,0,1,1,1,3,7,1
4,1,1,2,1,0,2,0,0,0,1,1,1,1,1,1,0,0,16,14,0
2,1,1,2,0,1,2,1,0,1,1,0,1,0,1,1,0,1,4,11,1
3,2,0,2,0,1,2,0,1,1,0,0,2,1,1,0,0,1,3,13,1
4,2,1,1,1,1,2,1,1,1,0,1,0,0,0,1,0,1,3,2,1
2,1,0,0,0,0,0,0,2,0,0,0,2,1,1,1,1,0,9,0,0
1,2,0,2,0,1,0,1,0,1,1,0,0,1,1,1,1,1,27,2,1
3,2,0,2,0,1,1,1,2,1,1,1,2,0,0,1,0,0,37,2,0
2,1,1,2,0,1,2,0,1,0,0,1,1,1,0,1,0,0,35,1,0
1,1,2,2,1,1,2,1,2,0,1,1,1,1,0,0,1,1,21,10,1
0,2,1,1,1,1,1,1,0,0,0,1,2,1,1,1,0,1,14,11,1
4,2,1,1,1,1,2,1,2,1,1,1,0,1,0,1,0,1,30,6,1
2,1,0,2,0,1,2,1,1,1,0,1,0,0,1,1,0,1,37,10,1
2,2,1,1,1,0,2,0,1,0,1,1,1,0,0,1,1,1,37,1,1
1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,26,13,0
0,1,0,0,0,1,1,1,2,0,0,1,1,0,0,0,1,0,31,13,0
1,2,2,0,1,1,1,1,0,0,1,0,2,0,0,1,0,1,19,2,1
4,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,23,3,0
0,2,0,2,1,1,2,1,2,0,1,0,0,0,0,0,0,1,9,4,1
3,2,0,2,1,0,0,0,2,0,0,0,1,0,1,1,1,1,37,9,1
2,0,2,2,1,1,1,1,0,1,1,0,0,1,0,0,1,1,38,11,1
3,1,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,23,13,1
4,2,2,0,0,1,0,0,2,1,0,1,0,1,1,0,1,1,4,3,1
0,2,2,0,1,0,1,0,0,1,0,1,1,1,1,0,0,1,36,1,1
0,2,2,1,0,1,2,1,0,1,1,1,2,0,0,0,1,1,30,12,1
4,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,23,3,0
0,2,1,0,1,0,2,0,0,1,0,1,1,1,0,0,1,1,11,7,1
3,0,0,1,0,1,2,0,0,1,0,1,0,0,1,0,1,1,9,3,1
1,0,1,0,0,0,0,0,2,0,0,1,1,0,1,0,1,0,25,8,0
4,0,2,1,1,0,1,1,2,0,1,1,2,1,1,1,1,1,10,1,1
4,0,1,0,0,0,1,1,2,1,1,1,2,1,1,1,1,0,22,2,0
2,1,0,1,0,1,0,0,0,1,1,1,2,1,0,1,0,1,11,9,1
1,1,0,1,1,1,0,0,2,0,0,0,2,1,0,1,0,1,26,13,1
0,2,2,1,1,1,2,1,2,1,1,1,0,1,0,0,1,0,5,11,0
2,0,0,2,0,1,0,1,0,1,1,1,0,1,1,1,1,1,12,10,1
4,1,2,0,0,0,2,1,1,0,1,0,0,1,1,0,0,0,13,0,0
0,1,2,0,1,0,0,1,2,1,0,0,1,1,1,0,1,1,0,11,1
4,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,11,14,1
2,0,2,1,0,1,1,1,2,1,1,0,1,1,1,1,0,1,3,12,1
1,0,1,2,0,1,0,1,2,1,0,1,2,1,1,1,0,1,3,2,1
0,1,1,2,1,0,0,0,1,0,1,1,1,0,0,0,0,0,35,10,0
4,2,2,0,0,0,1,0,1,0,0,1,2,0,1,0,0,0,13,12,0
0,0,1,1,0,0,1,0,2,0,0,0,2,1,1,0,0,1,19,10,1
1,2,2,2,0,0,1,1,2,0,0,1,2,1,1,1,1,0,11,11,0
4,1,1,0,0,0,1,0,2,1,1,0,2,1,1,0,1,1,34,14,1
4,1,0,0,0,1,2,0,2,0,0,0,1,1,1,1,1,0,36,0,0
4,2,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,32,4,1
1,1,1,1,0,0,2,0,1,0,1,1,2,1,1,0,0,0,8,12,0
4,2,0,0,1,1,2,1,1,1,1,0,1,1,0,0,0,1,30,10,1
1,0,0,0,1,1,2,0,2,1,0,0,2,1,0,1,1,0,31,5,0
1,0,1,0,1,0,2,0,2,0,1,0,0,1,1,1,1,0,4,4,0
3,0,0,2,0,0,1,1,0,1,0,1,2,0,1,0,0,1,31,13,1
4,2,0,0,0,0,1,1,0,1,0,1,2,0,0,1,0,0,37,13,0
4,0,0,2,1,0,1,1,0,1,1,0,0,1,0,0,1,1,11,11,1
0,0,2,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,31,10,0
0,2,2,1,1,0,2,0,0,0,0,0,0,1,1,0,1,1,5,1,1
1,1,0,2,1,0,1,0,2,1,0,0,2,0,0,0,0,1,4,12,1
2,1,0,1,0,0,2,0,0,1,0,1,1,0,1,0,0,0,30,11,0
4,2,0,1,0,1,2,0,0,0,0,1,2,1,0,1,0,1,18,8,1
4,1,2,1,0,0,2,0,0,0,0,0,0,1,1,0,1,1,29,2,1
2,2,1,0,1,0,0,1,2,1,1,0,0,0,0,0,0,0,21,12,0
2,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,6,14,0
0,0,0,0,0,0,0,1,0,0,1,1,2,1,1,0,0,0,19,4,0
1,1,2,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,36,13,0
3,0,1,1,0,0,2,0,0,1,0,1,1,1,1,1,0,0,7,7,0
0,1,2,0,0,0,2,0,1,0,1,1,1,1,1,0,1,1,22,4,1
3,1,2,1,1,1,1,0,2,0,0,1,1,0,1,0,1,1,3,6,1
0,2,2,2,1,0,0,1,1,1,1,1,0,0,1,0,1,0,37,6,0
2,2,0,1,1,1,1,0,1,1,0,1,2,0,1,0,1,1,33,0,1
2,0,1,1,1,0,1,1,1,0,0,0,2,0,1,0,1,0,0,8,0
1,2,2,2,0,0,1,1,2,1,1,1,2,1,0,1,0,0,5,3,0
0,1,2,2,1,1,2,1,1,1,1,0,0,0,1,1,0,1,21,4,1
2,0,2,2,0,0,1,0,1,0,0,1,1,1,1,0,0,0,29,13,0
1,0,2,1,0,1,0,0,1,1,1,0,2,1,1,1,1,0,12,3,0
3,2,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,12,6,0
1,0,2,1,0,1,1,0,0,1,0,1,2,1,0,1,0,1,28,3,1
3,2,0,1,0,0,0,1,2,1,0,1,0,1,0,0,1,0,9,9,0
0,2,0,2,1,1,2,1,2,0,0,0,0,1,0,0,0,0,1,13,0
3,0,2,0,0,1,1,1,2,1,1,1,1,1,0,1,0,0,28,0,0
3,2,2,2,0,0,0,0,2,0,1,1,2,1,0,1,0,0,14,13,0
1,0,1,0,0,0,0,1,1,1,1,0,2,1,1,0,1,0,1,2,0
2,2,1,0,0,1,2,0,0,0,0,0,0,0,0,1,0,1,15,10,1
1,2,1,0,0,0,1,1,1,1,1,1,2,1,0,1,0,0,20,3,0
4,2,0,1,0,1,0,0,2,1,1,1,1,0,0,1,1,1,7,4,1
0,1,1,2,1,1,0,1,0,1,1,1,0,1,0,1,0,0,26,2,0
2,2,2,2,0,0,1,1,1,0,1,0,0,0,1,1,1,1,29,8,1
2,2,1,1,0,1,1,1,2,1,0,1,2,0,0,0,0,0,29,3,0
3,0,2,2,1,0,1,0,1,0,1,1,2,0,1,0,0,1,15,11,1
0,2,2,1,0,1,0,1,2,0,1,1,1,0,1,0,1,1,7,6,1
4,2,2,2,0,0,1,0,0,0,1,0,1,1,0,0,0,0,26,1,0
3,2,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,7,5,1
2,0,2,0,0,1,1,1,2,1,1,0,0,1,0,1,0,1,16,2,1
0,2,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,6,9,1
0,2,1,0,1,0,2,0,2,0,0,0,0,1,1,0,0,1,36,10,1
1,2,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,27,0,0
0,1,2,1,0,0,2,1,2,0,0,1,1,0,1,1,0,0,25,2,0
3,2,2,1,0,0,2,1,0,1,0,0,2,1,1,1,1,1,35,6,1
0,1,2,2,1,1,1,1,2,1,0,0,1,0,1,1,0,0,16,9,0
1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,13,9,1
4,2,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,29,1,1
2,1,1,1,0,1,2,1,2,1,0,0,0,1,1,1,0,0,10,5,0
0,0,1,0,0,1,1,0,2,0,1,0,1,0,0,0,1,0,33,11,0
3,0,2,2,1,0,0,0,0,1,1,0,2,1,0,1,1,0,37,0,0
1,2,1,0,1,0,0,1,1,0,1,1,2,0,1,0,1,0,3,13,0
1,1,0,2,1,0,1,1,1,0,1,0,1,0,1,0,0,1,12,10,1
1,1,1,0,0,0,0,1,1,0,1,1,2,1,1,1,0,0,13,6,0
3,1,1,0,0,0,0,1,2,0,0,1,1,0,1,0,0,1,20,13,1
3,0,0,1,0,1,0,0,2,0,1,1,0,0,1,1,1,0,21,8,0
0,0,2,0,1,1,2,0,0,0,1,0,1,0,0,0,1,0,2,10,0
4,2,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,7,0
3,1,2,0,1,0,0,0,2,1,1,1,2,1,0,0,0,1,17,0,1
3,2,2,2,0,0,0,0,2,0,0,0,0,1,0,1,0,0,38,14,0
4,2,2,1,0,1,1,0,0,1,1,0,2,0,1,0,1,1,25,6,1
2,2,0,0,1,0,1,0,0,1,0,1,2,0,1,1,0,1,20,9,1
3,2,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,35,0,0
1,1,2,2,1,0,1,1,2,1,0,1,2,0,1,1,0,1,12,0,1
1,0,0,0,0,1,2,1,1,0,0,0,2,1,0,0,1,1,13,0,1
0,2,1,2,0,1,1,1,0,0,0,1,0,0,1,1,0,0,7,2,0
0,0,2,2,0,0,0,1,2,1,1,1,2,0,1,1,1,0,8,4,0
1,0,2,1,0,0,2,1,0,0,0,1,2,0,1,1,0,1,28,13,1
0,2,0,0,1,0,0,1,0,1,1,0,2,0,1,1,1,1,16,1,1
0,2,0,1,1,1,2,1,2,0,1,1,2,1,0,1,1,1,25,13,1
2,0,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,33,8,0
3,2,2,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,37,14,0
0,1,2,0,0,1,2,1,0,0,0,0,1,1,0,1,1,0,25,8,0
0,1,2,1,0,0,0,1,2,1,1,1,2,0,1,0,1,0,4,2,0
0,2,2,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,7,7,1
3,2,2,2,0,1,1,0,2,0,1,1,1,0,1,1,0,1,9,2,1
2,1,2,2,1,1,1,0,1,0,0,1,0,1,1,0,1,0,19,2,0
3,0,0,0,0,1,0,0,2,1,1,0,0,1,1,1,1,1,16,2,1
1,0,0,2,1,0,2,1,2,1,1,1,2,0,0,1,1,0,22,5,0
3,0,2,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,28,6,0
1,1,0,0,1,0,1,0,2,0,1,0,2,1,0,1,1,0,23,10,0
3,2,2,0,1,0,2,1,2,0,0,0,0,1,1,1,0,1,8,6,1
3,0,2,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,25,2,0
0,2,1,0,1,0,2,1,1,0,0,1,1,1,0,1,1,1,37,8,1
0,0,2,1,0,1,1,0,1,1,0,0,2,0,1,1,0,0,35,12,0
1,1,1,2,0,1,1,1,2,1,1,0,2,0,1,1,1,1,30,0,1
0,0,0,2,1,0,1,0,2,0,1,1,1,1,1,0,0,0,9,11,0
4,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,7,7,1
2,2,2,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,28,14,0
4,0,1,2,1,0,1,1,2,1,1,0,2,0,0,1,1,1,33,0,1
2,2,2,2,0,1,2,0,2,0,0,1,1,1,1,1,1,0,36,12,0
3,0,0,0,1,0,2,0,0,1,0,1,2,1,1,0,1,0,15,3,0
3,2,2,0,1,0,1,1,2,0,1,0,0,0,1,1,1,0,10,1,0
1,0,2,2,0,0,2,1,1,0,1,1,2,1,0,0,1,1,13,13,1
0,1,0,1,1,1,0,0,2,0,1,0,1,0,0,1,0,0,20,8,0
1,1,1,0,0,1,0,0,2,0,1,1,2,1,0,1,1,1,38,8,1
2,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,2,3,1
0,0,2,0,0,0,0,0,0,1,1,1,2,0,1,1,1,1,22,9,1
0,1,0,2,1,1,2,1,1,1,1,1,1,1,0,0,1,0,18,11,0
3,0,1,1,1,0,0,0,2,0,1,0,0,1,1,0,1,1,8,5,1
1,0,1,2,0,0,1,1,1,1,0,1,0,1,0,1,0,1,11,11,1
4,2,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,22,4,0
3,1,1,0,1,0,2,1,0,0,0,0,2,1,1,1,0,1,35,11,1
4,1,2,2,0,1,1,1,0,0,0,1,1,1,0,1,0,0,1,9,0
3,0,2,1,1,1,0,0,2,1,1,1,0,0,0,1,1,0,8,10,0
4,1,0,2,0,1,2,0,1,0,1,0,1,0,0,0,1,0,26,1,0
1,0,1,1,0,1,2,1,0,0,0,1,0,1,1,0,0,0,6,12,0
1,2,2,0,1,0,1,1,2,1,0,0,0,0,0,1,1,1,2,12,1
1,1,0,1,0,1,2,1,0,0,1,1,2,1,0,0,0,1,17,2,1
0,0,0,0,1,0,0,0,2,1,0,1,2,1,0,1,0,0,25,4,0
4,1,2,1,1,0,2,1,2,1,1,1,1,0,1,1,0,1,15,4,1
1,2,1,2,1,0,0,1,2,1,1,1,1,1,0,0,1,1,12,14,1
4,0,1,0,1,1,2,1,0,1,0,1,2,1,0,0,1,0,1,14,0
4,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,35,6,0
2,2,2,2,0,1,0,1,2,0,0,1,1,0,0,1,1,1,14,14,1
3,1,2,1,0,0,2,1,1,1,0,1,2,0,1,1,1,0,38,10,0
2,0,1,0,0,0,0,1,0,1,1,0,2,1,1,0,0,0,14,8,0
4,2,0,1,1,0,2,0,1,1,0,0,0,0,0,0,0,0,19,4,0
4,2,0,2,1,1,0,1,2,0,0,1,2,1,0,1,0,1,33,11,1
4,2,2,2,1,1,0,0,2,1,1,0,2,0,0,1,1,1,13,12,1
1,1,1,1,1,0,1,1,1,0,1,1,2,0,0,0,1,1,13,12,1
4,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,22,14,1
2,1,1,2,0,0,1,1,0,0,1,0,0,0,1,0,0,1,38,7,1
3,1,0,0,0,0,0,1,2,1,0,0,2,0,0,1,0,1,5,13,1
4,1,1,0,1,0,0,1,2,0,1,1,1,1,1,1,0,1,28,1,1
2,0,2,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,6,2,1
1,1,1,2,0,1,2,0,0,0,1,1,2,1,0,0,0,1,37,9,1
0,1,0,1,1,0,2,0,0,1,0,0,2,1,1,1,0,0,24,3,0
2,0,0,2,1,1,1,1,1,1,0,0,0,1,0,0,1,0,37,4,0
3,2,1,2,1,1,2,0,1,1,1,1,1,0,0,1,0,1,14,3,1
4,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,14,5,0
3,2,2,2,1,0,1,0,0,1,0,1,0,0,1,1,1,0,7,10,0
0,0,1,2,1,1,2,1,2,0,0,1,1,0,1,0,1,1,9,4,1
4,2,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,22,7,0
1,1,2,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,37,1,0
2,2,0,0,1,1,1,0,0,0,0,1,2,1,0,1,1,0,7,2,0
1,0,2,2,1,1,1,0,0,0,1,0,2,0,1,0,0,0,7,12,0
1,0,0,2,0,0,1,1,0,1,1,0,2,1,1,0,0,1,21,10,1
4,2,1,2,0,0,1,0,1,0,0,0,1,0,0,1,1,0,17,3,0
3,0,0,2,1,1,2,1,1,0,0,0,0,0,0,0,0,1,35,7,1
0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,20,14,0
0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,32,8,0
4,1,2,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,37,4,0
2,0,1,2,1,1,2,0,0,1,1,0,0,0,0,1,1,1,18,12,1
4,1,0,2,0,0,1,0,2,0,0,0,0,0,0,1,0,0,18,13,0
4,1,1,2,0,1,2,1,2,1,1,0,1,1,1,1,1,1,27,12,1
4,2,2,0,1,1,0,1,1,1,1,1,2,0,0,0,0,0,36,2,0
4,1,2,0,0,0,2,0,0,1,1,0,1,1,0,0,1,0,1,8,0
3,0,0,2,1,1,0,1,1,1,1,0,2,1,1,1,1,0,5,4,0
2,0,1,1,1,1,2,1,2,0,0,0,1,1,1,0,1,0,2,9,0
2,1,1,2,1,0,2,0,0,0,0,1,0,0,0,1,1,1,8,13,1
2,0,0,0,0,1,0,0,2,1,1,0,1,0,0,1,1,0,36,9,0
3,2,2,1,1,0,1,1,2,0,1,0,2,0,1,1,1,1,16,6,1
0,2,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,29,10,0
3,0,1,2,1,1,0,1,1,1,0,0,0,1,0,0,0,1,17,9,1
0,2,0,2,0,0,1,1,1,1,0,0,1,1,1,1,0,1,8,7,1
1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,11,1,0
3,1,1,0,0,0,2,0,1,0,0,0,0,1,0,0,1,0,22,2,0
2,1,2,2,0,0,0,0,1,1,1,1,2,1,0,0,1,1,11,5,1
4,2,2,2,1,1,1,1,0,0,0,0,2,0,0,1,0,0,23,8,0
1,1,0,0,1,1,0,1,2,1,1,0,1,1,1,1,1,0,26,9,0
3,0,2,0,0,1,2,0,2,1,1,0,0,0,0,0,0,1,6,12,1
4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,16,6,1
3,2,0,0,0,0,2,0,0,1,1,0,0,0,1,0,0,1,17,7,1
4,0,1,0,0,1,0,1,2,0,1,0,2,0,1,0,0,1,9,8,1
2,2,0,2,0,1,1,1,1,1,1,1,0,1,1,1,1,1,32,9,1
3,2,2,0,1,1,0,0,2,0,1,0,0,1,0,1,0,1,8,12,1
3,0,0,1,1,0,2,0,1,1,1,1,0,0,0,0,0,0,2,9,0
3,1,1,2,1,0,0,0,0,0,0,0,2,0,1,1,0,0,28,3,0
0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,34,4,0
0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,1,37,12,1
3,2,2,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,20,13,1
0,1,1,1,0,1,2,1,0,1,1,1,0,1,1,1,1,0,2,6,0
4,0,2,1,0,1,2,0,2,1,0,1,0,1,1,0,1,1,14,4,1
4,1,2,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,32,7,0
2,0,1,2,1,0,2,0,0,1,1,0,0,1,1,1,0,0,10,1,0
2,0,1,2,1,0,1,1,1,1,0,0,1,1,0,1,1,0,27,0,0
1,2,1,1,1,1,2,1,0,1,0,1,2,0,0,0,0,1,23,10,1
1,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,16,9,0
4,1,2,1,1,0,2,1,0,0,0,0,2,1,0,0,0,0,25,5,0
4,2,2,0,0,0,2,0,2,1,0,0,2,1,1,1,0,0,11,6,0
2,0,0,2,0,1,0,1,2,0,1,0,1,0,1,0,0,0,7,10,0
2,2,0,1,1,1,2,0,0,0,0,0,1,0,0,1,0,0,28,10,0
3,2,1,2,1,1,0,1,2,0,1,1,1,0,0,0,1,1,8,14,1
2,2,1,1,0,0,2,0,1,0,0,0,0,0,0,0,1,0,10,1,0
0,1,2,0,0,0,1,1,1,1,1,0,2,1,1,0,1,1,37,11,1
1,1,0,1,1,0,2,0,1,1,1,1,1,0,0,0,0,0,17,11,0
3,0,1,2,1,0,1,1,0,0,0,1,2,0,1,0,1,0,9,12,0
1,0,0,2,0,1,2,0,2,0,0,1,2,1,0,0,1,1,16,11,1
4,2,1,2,0,0,0,0,0,1,1,1,1,0,0,0,0,1,31,7,1
2,1,2,1,0,1,1,0,2,0,0,0,0,0,0,1,0,1,24,5,1
4,0,1,0,0,1,1,1,2,1,1,0,0,1,0,1,1,1,10,8,1
2,1,2,2,0,0,2,0,1,0,0,0,0,1,1,0,0,1,32,2,1
2,0,2,1,0,1,1,0,0,1,0,1,1,0,1,1,0,0,30,10,0
2,1,1,2,1,0,0,0,0,1,1,0,1,1,1,1,1,1,24,0,1
2,2,2,0,1,1,1,1,0,0,1,1,1,0,1,0,1,1,7,5,1
